snr,wifi_db,exp_phase_shift,exp_doppler_shift,found_phase_shift,found_doppler_shift
-50,-100,5140,-490,4387,900
-50,-100,1196,840,5180,0
-50,-100,253,-311,6120,600
-50,-100,6445,-481,7344,800
-50,-100,4844,422,8238,0
-50,-100,9789,-685,8702,-900
-50,-100,3265,619,1785,100
-50,-100,2479,-620,9786,900
-50,-100,7074,476,6933,-700
-50,-100,4680,755,6119,-900
-50,-100,7827,-913,3764,500
-50,-100,3270,78,1425,-300
-50,-100,6015,-519,2746,-200
-50,-100,8637,851,7277,-300
-50,-100,6994,-381,2314,-100
-50,-100,888,493,9805,-100
-50,-100,8075,760,5998,200
-50,-100,7071,478,2747,800
-50,-100,2339,611,5981,800
-50,-100,1834,379,8378,-600
-50,-100,5255,613,7934,700
-50,-100,6917,754,889,-600
-50,-100,741,-6,6870,-700
-50,-100,2801,-956,1125,0
-50,-100,8453,-292,1921,-400
-50,-100,9234,-183,7776,300
-50,-100,924,548,6871,400
-50,-100,4770,883,495,-900
-50,-100,4637,774,8578,600
-50,-100,6427,387,5730,-200
-50,-100,8057,213,6333,-500
-50,-100,7845,-425,1913,-200
-50,-100,5201,978,5396,-500
-50,-100,5068,945,6119,-200
-50,-100,1660,-415,1733,-700
-50,-100,7623,517,5836,800
-50,-100,6235,424,3133,-400
-50,-100,2370,160,799,-500
-50,-100,7780,17,7282,900
-50,-100,2178,919,6880,0
-50,-100,9175,-565,1746,-100
-50,-100,7116,998,6999,-400
-50,-100,4965,-696,393,100
-50,-100,9526,-67,2012,-700
-50,-100,7924,-156,8691,-500
-50,-100,9689,523,2032,300
-50,-100,2338,-84,2111,-1000
-50,-100,9363,-692,2194,900
-50,-100,2748,634,3396,-500
-50,-100,7476,-930,2652,400
-50,-100,2460,-232,3499,-1000
-50,-100,6606,-749,6566,-1000
-50,-100,8020,-805,7957,-200
-50,-100,523,369,7098,-700
-50,-100,2343,121,3317,-700
-50,-100,9489,939,6409,-1000
-50,-100,5039,-331,9660,900
-50,-100,7965,-25,3438,-800
-50,-100,8279,291,1759,-400
-50,-100,1849,498,1857,-300
-50,-100,3204,190,7983,-700
-50,-100,3942,775,9483,-1000
-50,-100,6589,-503,7861,-100
-50,-100,8810,624,8311,800
-50,-100,5253,-60,1534,500
-50,-100,9681,-989,8887,300
-50,-100,5906,-904,7434,0
-50,-100,6551,-78,7812,-100
-50,-100,9579,150,9505,-900
-50,-100,1500,910,5939,-200
-50,-100,1716,-990,3792,300
-50,-100,5042,998,9573,800
-50,-100,6814,359,3706,-1000
-50,-100,453,-396,2776,-200
-50,-100,7250,777,3219,-700
-50,-100,1427,904,468,900
-50,-100,1554,-739,3258,900
-50,-100,9064,-851,7076,-100
-50,-100,9636,268,1991,300
-50,-100,4865,-15,5639,-700
-50,-100,6494,-388,1911,-800
-50,-100,2426,-713,712,-1000
-50,-100,382,-962,1813,-100
-50,-100,8686,371,3112,0
-50,-100,3698,-120,3175,300
-50,-100,1945,-933,7555,-700
-50,-100,8305,9,5687,-400
-50,-100,245,-936,7148,-1000
-50,-100,6809,452,9497,800
-50,-100,5137,-79,1578,900
-50,-100,5998,-672,760,800
-50,-100,2350,-828,9418,-600
-50,-100,942,-996,8680,-200
-50,-100,735,-906,5577,-100
-50,-100,6023,-568,405,200
-50,-100,7506,508,7992,300
-50,-100,5931,757,1379,200
-50,-100,2453,-125,4530,-700
-50,-100,3445,711,2095,900
-50,-100,2989,996,7620,900
-50,-90,8123,135,3853,-600
-50,-90,7923,240,1943,-700
-50,-90,9511,279,4408,800
-50,-90,8332,-599,2727,-1000
-50,-90,3259,388,6135,-200
-50,-90,9742,41,1322,0
-50,-90,3965,549,2985,-100
-50,-90,6894,-251,9563,-500
-50,-90,6093,-895,3720,-200
-50,-90,6119,709,1819,200
-50,-90,7888,-727,1444,900
-50,-90,2166,103,5441,-800
-50,-90,8386,-276,2679,500
-50,-90,7200,319,3740,-600
-50,-90,6822,792,3359,-100
-50,-90,4168,-941,6455,500
-50,-90,2060,965,3703,700
-50,-90,1011,680,787,100
-50,-90,1787,240,232,-400
-50,-90,3213,290,7982,500
-50,-90,1703,-165,9244,-800
-50,-90,7993,394,9751,-200
-50,-90,6952,207,1647,-200
-50,-90,7205,535,6503,600
-50,-90,9421,35,8621,100
-50,-90,3076,750,4455,500
-50,-90,9413,-897,6978,300
-50,-90,7931,45,5980,700
-50,-90,9106,-287,6695,-1000
-50,-90,9037,-510,5787,600
-50,-90,1979,-657,424,700
-50,-90,327,382,1679,-100
-50,-90,8637,834,2408,0
-50,-90,5588,412,1484,-600
-50,-90,7858,229,1404,-700
-50,-90,8853,-477,7541,800
-50,-90,5091,896,2841,0
-50,-90,2129,626,3968,200
-50,-90,6116,582,8075,-1000
-50,-90,7208,-255,7503,0
-50,-90,1657,-653,3918,500
-50,-90,8928,-396,500,500
-50,-90,3396,-116,9299,200
-50,-90,1247,481,7278,-1000
-50,-90,6230,964,9420,-500
-50,-90,9998,881,917,400
-50,-90,1994,-573,5084,-200
-50,-90,745,-168,4407,100
-50,-90,7154,-781,3783,-1000
-50,-90,3468,386,3389,500
-50,-90,6023,369,8883,700
-50,-90,4353,-248,4540,400
-50,-90,9721,60,1622,900
-50,-90,6517,361,1001,-700
-50,-90,9440,-414,416,-1000
-50,-90,9954,815,2580,-600
-50,-90,7121,-584,6520,300
-50,-90,3184,486,6575,-1000
-50,-90,2359,900,9773,-800
-50,-90,6418,977,3263,200
-50,-90,4443,-83,8726,-400
-50,-90,5686,-623,3679,-1000
-50,-90,3682,848,6964,500
-50,-90,1547,928,4126,800
-50,-90,9507,-555,8969,-900
-50,-90,658,607,3884,800
-50,-90,1517,272,3190,-300
-50,-90,2723,-959,9404,500
-50,-90,7258,33,7526,-900
-50,-90,4221,-926,4011,-600
-50,-90,7908,162,6605,800
-50,-90,4184,-73,9719,-500
-50,-90,4768,482,1233,-300
-50,-90,7709,313,4785,-500
-50,-90,1136,732,7229,-600
-50,-90,9566,-73,2201,-300
-50,-90,2524,-330,4719,800
-50,-90,1080,143,7500,300
-50,-90,8898,17,8333,800
-50,-90,8825,-618,189,600
-50,-90,1044,118,361,500
-50,-90,3934,-519,5211,500
-50,-90,6400,905,7609,-300
-50,-90,1066,887,4474,-600
-50,-90,5023,-638,9826,100
-50,-90,3994,396,9488,400
-50,-90,729,-13,9669,900
-50,-90,3286,-434,8930,900
-50,-90,1040,-384,6910,-900
-50,-90,287,207,9916,-400
-50,-90,4698,31,4072,400
-50,-90,2107,611,5909,600
-50,-90,7119,8,5408,-500
-50,-90,9403,-714,8952,800
-50,-90,111,387,3650,-100
-50,-90,8483,-26,7766,-200
-50,-90,3847,474,9265,900
-50,-90,9097,-960,5151,700
-50,-90,6221,-250,2623,-700
-50,-90,9556,352,1436,700
-50,-80,5404,-803,5109,0
-50,-80,9384,-999,9145,900
-50,-80,5563,-498,6980,300
-50,-80,8157,-828,8442,200
-50,-80,3998,-73,6017,-200
-50,-80,9257,-270,6681,-1000
-50,-80,7763,948,6468,700
-50,-80,3460,540,5064,-400
-50,-80,651,91,2901,900
-50,-80,1434,-579,130,600
-50,-80,7869,959,4025,900
-50,-80,9081,-585,5313,-100
-50,-80,573,261,55,-200
-50,-80,202,-681,4356,800
-50,-80,446,203,4885,100
-50,-80,6963,539,6687,800
-50,-80,3070,-407,976,400
-50,-80,5695,104,8477,-200
-50,-80,6573,278,2737,0
-50,-80,154,-660,6720,100
-50,-80,4970,585,5878,-700
-50,-80,6101,-400,499,300
-50,-80,8787,-90,5686,-600
-50,-80,6674,-573,7691,600
-50,-80,6271,-393,2495,-1000
-50,-80,5121,-373,7100,-300
-50,-80,5911,896,4962,300
-50,-80,4211,501,4189,300
-50,-80,1849,-611,9531,-1000
-50,-80,4208,87,4357,700
-50,-80,1508,-71,6776,-800
-50,-80,4301,-734,8573,-800
-50,-80,34,452,2476,700
-50,-80,6340,382,8096,800
-50,-80,449,598,5092,300
-50,-80,8512,577,9118,-1000
-50,-80,9314,-928,2214,900
-50,-80,7952,562,5330,900
-50,-80,4485,656,5164,300
-50,-80,6838,246,6227,-600
-50,-80,1535,932,6550,-100
-50,-80,5387,423,7286,700
-50,-80,8428,-237,796,300
-50,-80,442,-883,3597,-600
-50,-80,3983,50,1333,100
-50,-80,9066,-189,3076,700
-50,-80,7721,916,6254,0
-50,-80,5464,695,2291,700
-50,-80,3889,-285,8333,-600
-50,-80,644,-980,467,400
-50,-80,1899,-172,393,-900
-50,-80,2424,-472,3767,900
-50,-80,5467,-779,4330,700
-50,-80,4192,540,7936,600
-50,-80,3922,593,5768,700
-50,-80,4969,315,8664,700
-50,-80,9537,-43,4868,-500
-50,-80,2054,745,9149,800
-50,-80,8461,-934,1532,800
-50,-80,2498,-363,6179,100
-50,-80,1665,28,2471,700
-50,-80,6631,-841,7143,600
-50,-80,1752,609,6671,400
-50,-80,4912,735,7013,200
-50,-80,4970,852,8380,800
-50,-80,3773,165,8485,800
-50,-80,3439,208,7967,900
-50,-80,2944,-67,2671,-100
-50,-80,2461,348,4736,400
-50,-80,3516,418,7229,900
-50,-80,1650,-757,8594,-200
-50,-80,4585,-192,1383,-100
-50,-80,4005,-247,4221,700
-50,-80,3689,548,5767,-800
-50,-80,8565,-501,7012,400
-50,-80,2771,-648,8350,0
-50,-80,264,-411,2545,-800
-50,-80,5297,-572,3543,300
-50,-80,8041,-623,3990,-600
-50,-80,7801,528,9664,-500
-50,-80,2227,818,5203,-200
-50,-80,7672,375,9074,-600
-50,-80,4981,-168,9569,-1000
-50,-80,1577,-64,7820,-1000
-50,-80,5676,508,170,-400
-50,-80,6689,-157,7133,-600
-50,-80,5296,-651,4373,-400
-50,-80,6150,306,7000,200
-50,-80,5823,426,3623,-500
-50,-80,6137,554,5399,-800
-50,-80,1988,401,3743,-300
-50,-80,3115,150,7139,600
-50,-80,1563,100,7685,800
-50,-80,2645,-281,1935,-400
-50,-80,1681,870,2820,-600
-50,-80,8340,-448,702,800
-50,-80,9120,-447,6901,-900
-50,-80,6146,-738,4486,900
-50,-80,7873,-645,9108,100
-50,-80,9323,12,7198,-1000
-50,-70,3213,922,4450,-300
-50,-70,7762,-201,2064,-300
-50,-70,3302,-974,7393,-700
-50,-70,4545,350,3440,-1000
-50,-70,3499,548,143,-300
-50,-70,6803,-671,99,-1000
-50,-70,6814,-932,5772,-300
-50,-70,3104,-595,8363,500
-50,-70,7482,308,4901,0
-50,-70,1870,259,6544,200
-50,-70,3446,979,3639,-800
-50,-70,4678,436,9152,200
-50,-70,984,162,2223,900
-50,-70,5668,-335,847,900
-50,-70,2813,-166,5793,-700
-50,-70,4998,-248,9218,900
-50,-70,9271,-870,1682,-500
-50,-70,5218,95,7850,0
-50,-70,8618,932,2625,-900
-50,-70,2167,-454,5995,900
-50,-70,681,-779,2368,100
-50,-70,3807,640,6757,-900
-50,-70,2354,-826,6297,0
-50,-70,6021,118,1527,400
-50,-70,8518,992,7672,-700
-50,-70,7736,894,61,-1000
-50,-70,7787,-606,2500,-100
-50,-70,1327,-777,1835,700
-50,-70,3757,-208,3885,600
-50,-70,1798,658,9779,-300
-50,-70,3952,927,2349,100
-50,-70,7381,825,8744,-700
-50,-70,7259,-300,9762,-700
-50,-70,3048,587,4351,-700
-50,-70,654,917,7701,700
-50,-70,1439,-218,5452,300
-50,-70,5709,594,8607,-1000
-50,-70,5698,352,7919,300
-50,-70,1131,-837,1594,600
-50,-70,3326,-626,5835,-1000
-50,-70,1262,-181,5568,-500
-50,-70,1057,-165,6543,700
-50,-70,2970,-488,7678,500
-50,-70,5974,-207,9486,-700
-50,-70,1857,-981,7795,600
-50,-70,860,-399,9447,-700
-50,-70,275,619,1567,-500
-50,-70,7799,-980,3189,-300
-50,-70,6916,-157,6199,-600
-50,-70,6101,604,3531,200
-50,-70,2056,-803,9115,700
-50,-70,6623,916,3205,200
-50,-70,6943,-868,5335,-300
-50,-70,291,-256,9299,-100
-50,-70,9394,198,5294,400
-50,-70,6008,923,6309,-600
-50,-70,8709,-621,5214,-1000
-50,-70,4779,250,4282,-100
-50,-70,3848,607,6484,-100
-50,-70,4645,501,8775,-700
-50,-70,8310,-533,397,500
-50,-70,5845,-124,9336,-400
-50,-70,9109,407,6600,-800
-50,-70,7129,681,2827,-100
-50,-70,5659,762,5732,-800
-50,-70,1997,-27,6491,200
-50,-70,4527,572,2860,200
-50,-70,4670,755,7733,0
-50,-70,3463,269,6903,-600
-50,-70,6685,-951,4104,200
-50,-70,8547,-699,533,900
