snr,wifi_db,exp_phase_shift,exp_doppler_shift,found_phase_shift,found_doppler_shift
-50,-90,4140,-351,2752,-600
-50,-90,5222,745,4529,-2800
-50,-90,1581,-17,8615,-3200
-50,-90,9026,-449,9429,-3700
-50,-90,5442,-925,1552,2300
-50,-90,2801,694,7665,4400
-50,-90,6809,784,8531,3550
-50,-90,3061,-995,1236,-2850
-50,-90,4305,594,2005,-4750
-50,-90,2398,786,5840,2950
-50,-90,9692,-39,7017,4950
-50,-90,9290,53,555,-2250
-50,-90,679,-439,5217,-1450
-50,-90,7114,501,6510,2450
-50,-90,5447,-846,5818,-2200
-50,-90,234,293,2414,-2400
-50,-90,7979,668,6781,-700
-50,-90,3047,-957,9619,2450
-50,-90,9695,825,3558,-4400
-50,-90,45,-384,4005,1400
-50,-90,3573,752,513,1550
-50,-90,4254,-627,3696,3900
-50,-90,2316,921,2913,1400
-50,-90,693,633,183,4650
-50,-90,2563,234,8697,1150
-50,-90,7014,326,756,3600
-50,-80,5440,288,2465,-4050
-50,-80,4466,-29,6450,200
-50,-80,6919,-108,4881,-1850
-50,-80,7740,829,9898,2800
-50,-80,9765,-678,3027,2000
-50,-80,5670,-766,6486,-4200
-50,-80,1400,-206,510,2600
-50,-80,8887,-979,2552,-4550
-50,-80,5235,-432,9255,2400
-50,-80,4929,-687,9345,2850
-50,-80,6227,680,3727,-2400
-50,-80,2389,-312,1153,-4750
-50,-80,4620,-706,345,1700
-50,-80,7939,-835,9847,-2500
-50,-80,7051,-945,769,-2050
-50,-80,4560,722,7760,-4200
-50,-80,3146,-692,181,-1950
-50,-80,4657,-818,8211,2050
-50,-80,7021,-211,9727,2600
-50,-80,7325,-617,2404,1450
-50,-80,3433,-682,9809,-4600
-50,-80,8956,-585,1920,-4350
-50,-80,4621,-955,6886,2400
-50,-80,2598,-162,8459,-900
-50,-80,384,-494,3322,-2900
-50,-80,9056,436,4827,-3150
-50,-80,8236,-169,9093,4550
-50,-80,7671,-152,3288,150
-50,-80,9199,920,9938,-800
-50,-80,4810,-909,8553,2800
-50,-80,5113,-850,7988,1300
-50,-80,6771,371,9180,-2950
-50,-80,3688,924,903,50
-50,-80,1317,422,921,4100
-50,-80,3539,-596,7152,-3700
-50,-80,8382,-860,57,2900
-50,-80,7653,-368,9033,400
-50,-80,781,-763,7363,-2600
-50,-80,4963,-173,4100,-4450
-50,-80,44,-959,4505,-3150
-50,-80,942,-849,668,-4750
-50,-80,9519,715,9924,-1100
-50,-80,7319,198,1455,1350
-50,-80,7064,-268,1952,-2500
-50,-80,9212,926,8924,300
-50,-80,2439,186,2913,-1950
-50,-80,7710,-100,1458,-4850
-50,-80,3113,824,8756,1450
-50,-80,3369,-857,1546,-3050
-50,-80,6811,397,4634,1400
-50,-80,9639,-227,6013,450
-50,-80,7810,170,3269,2700
-50,-80,7139,-506,4870,-1900
-50,-80,5222,763,3931,-4700
-50,-80,3506,-115,2599,1450
-50,-80,6856,-450,9664,4500
-50,-80,5622,-662,1491,-1800
-50,-80,67,129,7895,4950
-50,-80,1349,809,9023,-2150
-50,-80,5519,358,1982,3000
-50,-80,8974,694,3234,3400
-50,-80,4250,-756,5799,0
-50,-80,9528,-434,5593,-1400
-50,-80,3995,329,9594,-2250
-50,-80,1136,187,4267,550
-50,-80,6018,-62,2341,700
-50,-80,3857,765,3268,1150
-50,-80,4141,630,8748,2400
-50,-80,8123,-382,8169,2800
-50,-80,4458,-609,4501,2200
-50,-80,7185,-37,4265,3150
-50,-80,6516,-737,3030,4450
-50,-80,5280,-837,4416,2950
-50,-80,6880,-765,9864,3750
-50,-80,2652,885,6335,4850
-50,-80,5740,-608,7006,-50
-50,-80,1093,-29,3791,2650
-50,-80,4184,950,103,-2900
-50,-80,5217,-940,5010,-4900
-50,-80,1770,375,3128,-2000
-50,-80,5842,-284,4236,3750
-50,-80,5537,-132,8863,4550
-50,-80,633,-937,6371,-1100
-50,-80,6584,-495,3040,3100
-50,-80,3682,964,2914,-1550
-50,-80,7831,-814,361,-2800
-50,-80,2162,688,1303,-4650
-50,-80,5131,347,8485,-1650
-50,-80,4583,190,4433,2850
-50,-80,1067,543,6672,1900
-50,-80,610,450,1944,4750
-50,-80,1443,965,9927,3700
-50,-80,4952,398,4429,-1750
-50,-80,2146,641,1082,-700
-50,-80,4413,-299,3475,1400
-50,-80,1544,-114,8764,4900
-50,-80,1298,151,3052,2650
-50,-80,302,676,511,2900
-50,-80,2792,-521,3317,4950
-50,-80,8791,-911,8699,4450
-50,-70,5004,934,5201,-50
-50,-70,1233,-293,2142,2750
-50,-70,8892,191,2508,2150
-50,-70,8675,266,365,1600
-50,-70,7532,-867,4766,-5000
-50,-70,8110,-861,5303,-3600
-50,-70,2849,902,4695,4950
-50,-70,4163,-286,4123,1400
-50,-70,5345,88,7679,-3250
-50,-70,1029,383,4024,-1400
-50,-70,2359,-388,204,-3850
-50,-70,3240,233,2543,-50
-50,-70,7122,513,1157,-1350
-50,-70,7589,656,6413,-1200
-50,-70,5914,-245,1308,1900
-50,-70,8136,267,4797,-4700
-50,-70,4796,552,8411,-700
-50,-70,6388,715,1911,4300
-50,-70,8087,419,8275,-3600
-50,-70,8231,-634,1137,-3450
-50,-70,7271,119,967,-2200
-50,-70,6128,-44,4597,1400
-50,-70,2093,-281,2861,3900
-50,-70,9996,-571,6779,1450
-50,-70,3244,387,8020,-4000
-50,-70,8876,299,8592,-4750
-50,-70,1594,259,4386,2950
-50,-70,6552,-650,2707,750
-50,-70,946,-585,839,-4400
-50,-70,220,593,9549,-2500
-50,-70,8524,-984,2490,4350
-50,-70,742,-476,3107,1750
-50,-70,1166,786,9464,2850
-50,-70,9014,-789,4624,4950
-50,-70,6145,1000,2127,-400
-50,-70,6890,-936,8264,-4350
-50,-70,6140,-638,3186,2850
-50,-70,8854,597,7306,750
-50,-70,7897,341,2249,3650
-50,-70,6283,380,8520,700
-50,-70,3349,-819,7159,-4400
-50,-70,4649,-289,8067,200
-50,-70,1380,81,7429,1450
-50,-70,7677,-431,9218,-1000
-50,-70,3798,244,7789,3150
-50,-70,7644,-9,9088,-4350
-50,-70,626,100,6564,1100
-50,-70,4860,150,9877,3350
-50,-70,8852,-538,1649,350
-50,-70,8256,-644,8518,1000
-50,-70,6872,-854,8085,-150
-50,-70,6027,96,8242,4850
-50,-70,2697,78,3204,1750
-50,-70,4464,-927,2943,-2100
-50,-70,4445,-108,7914,1150
-50,-70,5777,-559,4006,-5000
-50,-70,1506,817,645,-250
-50,-70,6043,-34,4271,-2500
-50,-70,9040,236,194,500
-50,-70,9040,-334,9589,700
-50,-70,3927,-645,9020,3950
-50,-70,5475,141,665,3950
-50,-70,9653,891,5963,-650
-50,-70,8003,-205,4823,2200
-50,-70,7105,969,9940,4950
-50,-70,1342,560,4109,1900
-50,-70,9724,-401,1770,3450
-50,-70,4779,967,4606,-150
-50,-70,6966,-488,6553,-1900
-50,-70,2593,349,4690,4400
-50,-70,2244,-644,9456,-3550
-50,-70,261,-128,5502,-3350
-50,-70,9801,143,8239,-1050
-50,-70,1256,497,6260,-3800
-50,-70,1074,-473,9107,4200
-50,-70,1683,513,4029,-1350
-50,-70,6129,-708,9130,2750
-50,-70,2050,-375,8402,-1050
-50,-70,2156,-469,6978,2300
-50,-70,88,713,257,300
-50,-70,5659,518,895,2250
-50,-70,1918,-281,2473,-3100
-50,-70,3749,528,2372,-2350
-50,-70,9229,-7,4451,-3100
-50,-70,9696,337,9377,-2300
-50,-70,1895,273,1150,2100
-50,-70,3686,-302,1559,-3850
-50,-70,9501,766,5892,-4300
-50,-70,5504,-130,1303,-850
-50,-70,5614,-274,519,-1750
-50,-70,444,-868,1821,-3450
-50,-70,7459,-683,2525,3300
-50,-70,1027,-726,5519,-1750
-50,-70,484,275,7795,350
-50,-70,8175,256,7971,-1100
-50,-70,2423,-66,2565,1800
-50,-70,4558,-733,147,-4200
-50,-70,4009,-738,7998,1050
-50,-70,5808,870,6551,3800
-50,-70,8734,-770,7191,4800
-50,-60,896,99,5387,3450
-50,-60,52,566,1730,-1250
-50,-60,586,510,710,-2900
-50,-60,7181,-919,5716,2800
-50,-60,2865,865,5527,1250
-50,-60,3548,988,1780,3000
-50,-60,9634,47,6630,-2050
-50,-60,6872,604,7481,-2650
-50,-60,4293,489,7922,-4400
-50,-60,8950,-423,6683,4400
-50,-60,4761,316,6204,-500
-50,-60,4945,-268,196,-4500
-50,-60,7023,2,8661,2000
-50,-60,7751,-291,69,-1100
-50,-60,7391,-619,2875,-550
-50,-60,4956,258,1802,-1900
-50,-60,4181,214,6501,1800
-50,-60,4360,585,9872,550
-50,-60,6357,940,9785,1750
-50,-60,2174,792,1341,650
-50,-60,2457,837,5065,-600
-50,-60,5192,797,6416,-2450
-50,-60,1385,-672,7595,-3950
-50,-60,2982,791,7513,3050
-50,-60,440,5,1316,2650
-50,-60,5377,663,7048,750
-50,-60,594,872,7738,-1950
-50,-60,9766,-679,7676,-2550
-50,-60,3248,527,258,-2750
-50,-60,9168,-137,2604,-4600
-50,-60,6632,436,8811,3100
-50,-60,672,302,6201,-3950
-50,-60,5449,-891,3625,4700
-50,-60,8649,-458,5660,4450
-50,-60,3162,-352,2789,2600
-50,-60,6664,-232,6384,-2200
-50,-60,5678,935,6270,2050
-50,-60,924,928,1832,600
-50,-60,271,-19,1920,-5000
-50,-60,146,796,8057,-4700
-50,-60,9241,327,7727,4600
-50,-60,6512,-663,6913,2150
-50,-60,7855,702,4294,3000
-50,-60,254,-20,7946,-5000
-50,-60,8088,285,7704,-4750
-50,-60,8089,-702,408,-1100
-50,-60,8279,0,5375,4900
-50,-60,2504,569,4133,1700
-50,-60,5296,-519,1561,-3200
-50,-60,9461,-616,1951,1800
-50,-60,5836,221,1949,1500
-50,-60,2855,631,7377,4200
-50,-60,5773,-341,9619,1750
-50,-60,3387,-90,339,-1200
-50,-60,9717,-619,5556,250
-50,-60,5974,-287,1404,-850
-50,-60,5401,-30,6192,3100
-50,-60,5018,-379,6449,3950
-50,-60,5625,563,8881,3350
-50,-60,1139,523,7083,-1250
-50,-60,4278,749,2075,3750
-50,-60,810,736,3119,2600
-50,-60,5098,359,4404,2500
-50,-60,8641,-174,8241,2250
-50,-60,400,343,925,4500
-50,-60,5691,-329,8927,-650
-50,-60,2973,-203,6026,1750
-50,-60,5764,-686,6638,4300
-50,-60,1726,146,8646,-1800
-50,-60,7798,-346,5281,1400
-50,-60,9680,977,7402,700
-50,-60,1297,815,6949,-4800
-50,-60,666,353,8593,-4400
-50,-60,3195,442,2106,-550
-50,-60,7220,681,6896,-500
-50,-60,2119,240,4713,-3700
-50,-60,9541,-47,9588,2200
-50,-60,3195,113,9633,2850
-50,-60,9569,-91,6424,500
-50,-60,1905,-798,2042,-4600
-50,-60,480,794,3567,3450
-50,-60,5162,-240,5305,3850
-50,-60,5942,-555,7232,3950
-50,-60,4947,962,3217,2300
-50,-60,7820,329,1038,4950
-50,-60,2747,351,1406,-5000
-50,-60,3717,986,7300,-1650
-50,-60,4564,187,5679,-5000
-50,-60,7557,891,1065,3900
-50,-60,8582,-977,1118,-2400
-50,-60,5330,485,8866,300
-50,-60,5392,-702,3847,4050
-50,-60,1480,646,1719,-2250
-50,-60,5220,869,9959,400
-50,-60,5752,988,6419,-3000
-50,-60,3834,-887,8974,-1550
-50,-60,2471,874,394,3150
-50,-60,6874,-350,6083,-950
-50,-60,6676,520,1331,-4500
-50,-60,5732,-808,4388,4400
-50,-50,1199,-816,2145,4950
-50,-50,1954,-523,4650,-2250
-50,-50,7440,539,3598,2000
-50,-50,1556,500,523,3800
-50,-50,5819,-702,8907,3400
-50,-50,4547,888,210,200
-50,-50,9522,-948,7006,3800
-50,-50,5347,356,7989,-500
-50,-50,3998,-801,3580,2500
-50,-50,5329,642,9160,-4850
-50,-50,7688,-434,2807,-4900
-50,-50,4011,-229,4893,4750
-50,-50,9601,62,6170,3300
-50,-50,8888,-366,6555,-700
-50,-50,7190,605,5283,1800
-50,-50,5240,960,5217,-100
-50,-50,4292,744,2089,4800
-50,-50,1469,-314,3065,-3950
-50,-50,6517,791,5242,4250
-50,-50,7124,777,2676,1200
-50,-50,5835,340,4968,-4450
-50,-50,5138,-114,2707,-600
-50,-50,9743,-782,6655,3100
-50,-50,2096,455,8245,-1650
-50,-50,4529,-193,4101,-600
-50,-50,3034,656,953,2250
-50,-50,4408,-965,1829,600
-50,-50,8496,-658,8880,-2450
-50,-50,6236,-983,1348,-4400
-50,-50,8218,-893,9932,-400
-50,-50,2942,-854,5816,-3800
-50,-50,2571,-327,720,3800
-50,-50,7040,-722,3911,-2200
-50,-50,9462,-30,7719,2050
-50,-50,2632,130,3884,-950
-50,-50,9987,596,2498,2100
-50,-50,1399,176,6591,3750
-50,-50,9462,-469,6042,4400
-50,-50,6809,-973,2773,4950
-50,-50,2471,-849,8548,2400
-50,-50,2068,143,5282,-4950
-50,-50,2460,-481,8384,3750
-50,-50,7174,879,7431,1100
-50,-50,968,-1,6913,-200
-50,-50,5998,-212,9735,3250
-50,-50,8096,-369,9788,-550
-50,-50,1064,13,7377,200
-50,-50,1905,30,4533,-4000
-50,-50,2603,-238,6173,3100
-50,-50,1320,-948,1601,-3400
-50,-50,7732,-214,402,-3650
-50,-50,7607,-934,606,2250
-50,-50,2279,790,9021,2400
-50,-50,5416,62,5798,3450
-50,-50,2340,555,7862,4750
-50,-50,6243,108,3120,3200
-50,-50,6332,283,521,1100
-50,-50,4348,23,5735,950
-50,-50,2480,-456,8382,2850
-50,-50,5285,283,3144,-3850
-50,-50,9440,633,2651,4850
-50,-50,7024,789,4991,-4250
-50,-50,3721,361,5017,-1200
-50,-50,9797,718,7730,-3550
-50,-50,813,-574,3323,750
-50,-50,3518,-251,1512,-1200
-50,-50,4620,-518,5669,3150
-50,-50,3364,-937,9216,-1350
-50,-50,7765,-1,9049,-1800
-50,-50,3285,540,8559,2250
-50,-50,8774,75,5456,3200
-50,-50,7658,-747,6319,4550
-50,-50,7348,537,5052,1450
-50,-50,4905,-261,9311,4100
-50,-50,641,-95,2155,-4000
-50,-50,8136,817,7171,-900
-50,-50,9668,-19,9795,2200
-50,-50,682,-240,3687,2400
-50,-50,7827,60,3865,3050
-50,-50,2389,427,7261,-2750
-50,-50,949,-188,1953,4850
-50,-50,3308,257,4680,400
-50,-50,7223,-78,1055,3150
-50,-50,3815,827,8832,2900
-50,-50,9956,-747,2257,2500
-50,-50,2068,351,7023,1700
-50,-50,9452,20,7324,3550
-50,-50,5548,-463,100,-3600
-50,-50,8755,-44,5856,-3350
-50,-50,9222,-95,3741,1400
-50,-50,9233,-177,1232,-2750
-50,-50,9360,-936,9201,3200
-50,-50,5822,-502,6941,-2500
-50,-50,9170,-475,2600,-2150
-50,-50,4630,372,9914,4600
-50,-50,8592,392,6437,3650
-50,-50,6144,907,332,-3500
-50,-50,1698,652,1844,-2300
-50,-50,4172,-388,4925,-3550
-50,-50,1213,243,2687,1150
-50,-40,7088,-312,2543,2000
-50,-40,2186,-186,9910,-3150
-50,-40,6045,923,9654,3850
-50,-40,1946,-513,3773,50
-50,-40,8973,872,4886,-2900
-50,-40,1260,328,2355,-4800
-50,-40,5866,-504,4169,4850
-50,-40,1088,530,8562,-3450
-50,-40,6049,691,58,-2450
-50,-40,2029,-583,317,-1650
-50,-40,4106,596,6960,-4650
-50,-40,7594,849,337,1100
-50,-40,246,539,4534,-2350
-50,-40,8528,-869,3339,500
-50,-40,3639,107,7029,-2150
-50,-40,3141,892,7955,4650
-50,-40,230,-33,4989,3650
-50,-40,2975,223,4873,-3300
-50,-40,4950,-80,4512,-100
-50,-40,2799,644,651,600
-50,-40,1448,235,9,800
-50,-40,4261,797,6989,4950
-50,-40,1126,323,8617,750
-50,-40,3831,578,8925,2400
-50,-40,6553,156,7513,4050
-50,-40,5888,-50,1892,350
-50,-40,6671,-140,8495,2350
-50,-40,1890,408,1156,-4550
-50,-40,9784,864,9497,-3000
-50,-40,9027,-179,5515,3600
-50,-40,9242,-23,3941,350
-50,-40,3736,251,3618,-4550
-50,-40,9744,-514,6003,-1900
-50,-40,7885,304,3825,1800
-50,-40,2350,953,3286,1350
-50,-40,9919,497,7871,-3150
-50,-40,6211,194,4860,-2550
-50,-40,3677,-603,4122,-800
-50,-40,3845,432,2470,-4600
-50,-40,7185,-502,1283,-1700
-50,-40,1201,853,1692,-1300
-50,-40,7729,-157,2658,2550
-50,-40,6922,486,6064,-2300
-50,-40,6698,-696,7556,1700
-50,-40,6295,-524,8768,-2400
-50,-40,3414,-81,131,-1600
-50,-40,2342,71,2798,4350
-50,-40,8798,-639,286,750
-50,-40,2276,-886,2726,4950
-50,-40,797,-405,1019,1150
-50,-40,8005,-344,6104,1200
-50,-40,2736,-751,3869,-4800
-50,-40,218,-897,9720,-4150
-50,-40,6730,-556,7610,2050
-50,-40,1213,942,4689,4850
-50,-40,5302,168,734,-2550
-50,-40,38,120,6207,2750
-50,-40,8519,-4,8350,1650
-50,-40,283,-176,2824,-4850
-50,-40,9391,-812,9779,-700
-50,-40,9873,-510,1334,4250
-50,-40,7717,-844,890,-4600
-50,-40,7658,-974,752,250
-50,-40,5561,384,963,-1550
-50,-40,983,790,4978,500
-50,-40,1408,176,5209,-4650
-50,-40,8677,579,9066,-150
-50,-40,7298,724,8769,-3900
-50,-40,3844,158,4286,-450
-50,-40,8099,-285,602,-4600
-50,-40,6872,-995,624,4150
