snr,wifi_db,exp_phase_shift,exp_doppler_shift,found_phase_shift,found_doppler_shift
-40,-90,9467,735,7900.0,-900
-40,-90,2330,25,9361.0,-900
-40,-90,367,-465,8854.0,500
-40,-90,7931,-648,7457.0,400
-40,-80,528,587,4556.0,400
-40,-80,6913,-927,1675.0,-1000
-40,-80,7313,351,9891.0,-100
-40,-80,4618,-427,1091.0,-700
-40,-80,6443,-485,2477.0,-800
-40,-80,2959,979,6394.0,900
-40,-80,1731,107,304.0,-900
-40,-80,1808,509,8008.0,-1000
-40,-80,2715,-218,1067.0,800
-40,-80,4876,-958,5149.0,300
-40,-70,4479,-815,4850.0,700
-40,-70,2193,-557,1939.0,800
-40,-70,4730,251,8106.0,-800
-40,-70,1171,955,6379.0,-600
-40,-70,1490,542,7305.0,900
-40,-70,7973,453,4818.0,-900
-40,-70,799,-958,8101.0,700
-40,-70,8519,372,461.0,300
-40,-70,9002,-911,8165.0,0
-40,-70,5384,-57,6468.0,-800
-40,-60,9292,614,5994.0,100
-40,-60,4916,-366,8359.0,200
-40,-60,119,-746,9789.0,800
-40,-60,5334,-28,6538.0,800
-40,-60,3379,-829,3538.0,400
-40,-60,946,-673,385.0,-200
-40,-60,5766,273,5949.0,800
-40,-60,8256,978,2877.0,-400
-40,-60,4822,306,7954.0,-1000
-40,-60,8203,-427,918.0,0
-40,-50,6538,-944,1390.0,400
-40,-50,5178,-885,6314.0,700
-40,-50,6723,-371,834.0,500
-40,-50,2687,-572,2593.0,400
-40,-50,3980,-837,1352.0,900
-40,-50,315,95,2607.0,100
-40,-50,6599,-883,797.0,700
-40,-50,9594,-121,2279.0,400
-40,-50,7441,80,2538.0,-500
-40,-50,2713,-345,4749.0,900
-40,-40,6239,-265,4239.0,-700
-40,-40,7466,-135,390.0,-200
-40,-40,5639,-636,7385.0,0
-40,-40,1250,285,6487.0,-1000
-40,-40,5080,-809,9973.0,900
-40,-40,3769,333,263.0,0
-40,-40,7826,458,9775.0,-400
-40,-40,927,138,1854.0,900
-40,-40,71,-184,8642.0,-300
-40,-40,8459,-211,4273.0,800
-40,-30,9100,-252,4869.0,-1000
-40,-30,7983,-582,4820.0,-700
-40,-30,2656,-802,4312.0,-1000
-40,-30,8622,-805,6214.0,-500
-40,-30,9256,-955,844.0,-800
-40,-30,1660,-552,292.0,-700
-40,-30,3125,28,8885.0,-900
-40,-30,568,-30,7813.0,-1000
-40,-30,8502,-480,8334.0,300
-40,-30,7774,-527,4952.0,-400
-40,-20,6502,716,9753.0,500
-40,-20,4288,850,8197.0,-700
-40,-20,9428,-910,3666.0,-100
-40,-20,7855,636,7387.0,600
-40,-20,536,-501,5093.0,0
-40,-20,5618,872,6033.0,-900
-40,-20,3371,-319,6587.0,800
-40,-20,5758,-797,571.0,500
-40,-20,9130,397,3309.0,-800
-40,-20,9283,872,4252.0,900
-40,-10,3731,485,8219.0,700
-40,-10,354,-763,9596.0,700
-40,-10,1663,-219,7201.0,-400
-40,-10,2250,639,2721.0,900
-40,-10,3502,-352,2089.0,100
-40,-10,8560,487,1181.0,-1000
-40,-10,710,72,3612.0,400
-40,-10,7302,687,6764.0,100
-40,-10,5261,559,6143.0,500
-40,-10,4502,549,6302.0,0
-40,0,5469,536,9992.0,-1000
-40,0,9774,-139,4119.0,-900
-40,0,6099,-476,9782.0,400
-40,0,2845,-519,11.0,400
-40,0,1383,-64,3789.0,-800
-40,0,6163,145,8455.0,200
-40,0,7322,-554,9766.0,-200
-40,0,9139,-436,9923.0,100
-40,0,7694,465,9502.0,-500
-40,0,9306,159,2281.0,900
-40,10,7534,542,6475.0,100
-40,10,273,-107,3306.0,-1000
-40,10,6907,670,1877.0,-300
-40,10,2615,-689,6903.0,-700
-40,10,5957,823,1263.0,-100
-40,10,1709,-300,7922.0,100
-40,10,7534,-905,2619.0,-1000
-40,10,8678,-903,4024.0,-400
-40,10,2243,564,7236.0,600
-40,10,3786,-917,1108.0,-300
-40,20,6537,768,7600.0,-1000
-40,20,7431,390,5871.0,-900
-40,20,8836,-654,9389.0,-300
-40,20,7845,395,9150.0,-300
-40,20,946,-346,9694.0,900
-40,20,4044,-497,5357.0,-900
-40,20,6220,31,9064.0,-100
-40,20,5551,48,2049.0,200
-40,20,6952,-957,6766.0,0
-40,20,5856,234,8203.0,900
-40,30,8973,730,598.0,-1000
-40,30,1915,-428,2371.0,-1000
-40,30,902,-284,259.0,600
-40,30,4251,-629,3264.0,-400
-40,30,1993,22,7178.0,0
-40,30,6239,447,4490.0,-300
-40,30,335,-491,119.0,-700
-40,30,6855,-205,4708.0,200
-40,30,4887,558,538.0,500
-40,30,6089,303,1457.0,-500
-40,40,2898,1,8037.0,500
-40,40,8416,-411,9114.0,200
-40,40,2351,219,5600.0,0
-40,40,5841,894,2078.0,900
-40,40,5420,-759,9849.0,-400
-40,40,8438,-19,9598.0,-1000
-40,40,2722,341,5359.0,0
-40,40,9696,662,9738.0,100
-40,40,9626,-66,9980.0,-300
-40,40,8054,-609,9114.0,200
-40,50,3846,255,8037.0,600
-40,50,3810,-603,8256.0,300
-40,50,5899,-223,9237.0,-700
-40,50,5765,60,8037.0,500
-40,50,4167,990,8038.0,700
-40,50,7711,-711,335.0,-200
-40,50,4350,826,335.0,-200
-40,50,6685,-587,8037.0,600
-40,50,9623,-916,8038.0,600
-40,50,4301,176,9113.0,300
-30,-100,9655,614,6150.0,900
-30,-100,8553,-838,9032.0,-800
-30,-100,591,-764,1647.0,-100
-30,-100,8633,716,1426.0,200
-30,-100,3546,810,1713.0,-1000
-30,-100,4383,-576,4862.0,-1000
-30,-100,2822,711,2296.0,-1000
-30,-100,2961,-525,6247.0,400
-30,-100,5369,-1,248.0,-600
-30,-100,8513,-979,434.0,500
-30,-90,3381,374,790.0,300
-30,-90,698,106,5008.0,0
-30,-90,46,584,6195.0,-700
-30,-90,3325,298,166.0,-900
-30,-90,8667,425,9146.0,300
-30,-90,3722,129,1323.0,-200
-30,-90,2556,-236,3161.0,500
-30,-90,1283,739,609.0,500
-30,-90,1576,-13,3550.0,-700
-30,-90,3669,-63,2544.0,-100
-30,-80,8466,-270,8480.0,-200
-30,-80,2892,713,4320.0,-200
-30,-80,8837,659,9320.0,-100
-30,-80,8810,-65,9289.0,300
-30,-80,4395,448,2031.0,100
-30,-80,6736,-451,8148.0,-500
-30,-80,9148,-20,9981.0,-1000
-30,-80,1838,710,5071.0,-1000
-30,-80,1508,-755,8260.0,500
-30,-80,9067,-36,7180.0,300
-30,-70,433,-411,5003.0,-700
-30,-70,2065,594,1910.0,100
-30,-70,1787,987,7901.0,-600
-30,-70,2542,120,4283.0,700
-30,-70,8006,-616,4628.0,0
-30,-70,7273,606,3715.0,-100
-30,-70,171,-606,3396.0,500
-30,-70,5374,-6,3768.0,900
-30,-70,8512,45,7511.0,900
-30,-70,1909,-47,5217.0,-400
-30,-60,8453,-877,1398.0,-600
-30,-60,8330,-295,5160.0,0
-30,-60,8718,376,8676.0,900
-30,-60,632,-499,6990.0,-200
-30,-60,1242,947,5036.0,-1000
-30,-60,3785,669,328.0,300
-30,-60,8609,-786,8819.0,-200
-30,-60,9225,-844,9707.0,-1000
-30,-60,934,198,1505.0,600
-30,-60,5051,657,6831.0,-1000
-30,-50,3346,506,3825.0,400
-30,-50,8716,636,5330.0,900
-30,-50,1561,115,3009.0,-800
-30,-50,6886,392,6256.0,-200
-30,-50,2445,97,2652.0,600
-30,-50,5716,299,3119.0,600
-30,-50,309,-127,7421.0,-200
-30,-50,7422,151,9084.0,-600
-30,-50,455,-403,3212.0,-1000
-30,-50,8881,-465,7183.0,200
-30,-40,5156,-388,1435.0,800
-30,-40,4076,-780,9547.0,-500
-30,-40,5523,-923,6003.0,-1000
-30,-40,9325,-638,6259.0,300
-30,-40,2956,-739,8433.0,-600
-30,-40,4152,-617,7199.0,400
-30,-40,3032,-617,2262.0,300
-30,-40,846,-555,9561.0,-200
-30,-40,2466,161,2947.0,100
-30,-40,9487,207,9968.0,100
-30,-30,1052,-878,9230.0,900
-30,-30,8397,-153,6233.0,100
-30,-30,5036,-874,6113.0,200
-30,-30,321,101,6448.0,-400
-30,-30,1207,0,3088.0,900
-30,-30,656,179,9194.0,0
-30,-30,6438,-85,2462.0,-100
-30,-30,8586,387,6567.0,200
-30,-30,8455,184,2583.0,0
-30,-30,8604,-17,7131.0,-100
-30,-20,1950,82,4305.0,200
-30,-20,4315,903,2330.0,900
-30,-20,3759,108,9287.0,700
-30,-20,5200,270,5679.0,200
-30,-20,6375,-158,7243.0,-400
-30,-20,3920,-796,5368.0,700
-30,-20,1371,-972,943.0,-400
-30,-20,7515,471,8682.0,-1000
-30,-20,2696,410,4048.0,300
-30,-20,4148,403,7518.0,200
-30,-10,7529,-365,8695.0,-900
-30,-10,2164,503,778.0,-600
-30,-10,8061,829,8826.0,-200
-30,-10,2167,-516,2648.0,-400
-30,-10,9742,41,6681.0,600
-30,-10,7035,-942,5826.0,200
-30,-10,4579,-95,5125.0,-1000
-30,-10,8612,-225,6327.0,900
-30,-10,1743,-512,2150.0,-800
-30,-10,790,861,3428.0,900
-30,0,6142,709,7849.0,-800
-30,0,4059,-872,3552.0,700
-30,0,6822,15,3600.0,300
-30,0,2298,959,9225.0,700
-30,0,4646,-68,8493.0,-200
-30,0,4777,-671,8352.0,-700
-30,0,1129,-885,9932.0,-400
-30,0,1876,31,7233.0,700
-30,0,9756,635,9636.0,900
-30,0,3958,396,7398.0,-1000
-30,10,3308,-427,1865.0,-1000
-30,10,9785,-318,6035.0,700
-30,10,4954,128,7498.0,0
-30,10,2963,-377,7652.0,900
-30,10,7977,-589,2035.0,300
-30,10,7914,11,6956.0,-400
-30,10,79,-548,7129.0,-700
-30,10,5389,779,5875.0,300
-30,10,703,160,7770.0,-400
-30,10,1274,-756,5317.0,-1000
-30,20,4560,-550,5024.0,-700
-30,20,2703,889,7933.0,900
-30,20,6622,141,8202.0,100
-30,20,5906,384,6413.0,-1000
-30,20,1661,-376,5826.0,700
-30,20,8522,937,5804.0,900
-30,20,7976,-478,334.0,-400
-30,20,3811,639,7994.0,700
-30,20,5004,707,5348.0,-1000
-30,20,9580,689,1533.0,-900
-30,30,1195,-266,334.0,0
-30,30,4410,-481,134.0,-600
-30,30,1155,605,4773.0,900
-30,30,4258,524,8037.0,400
-30,30,1756,-629,726.0,900
-30,30,3394,-206,9112.0,100
-30,30,9356,907,932.0,200
-30,30,6944,-903,8038.0,700
-30,30,9965,-854,8463.0,-1000
-30,30,1354,-427,2601.0,-600
-30,40,5688,377,8037.0,500
-30,40,5123,-707,9113.0,300
-30,40,8624,929,335.0,-200
-30,40,6191,-564,8038.0,600
-30,40,691,-210,8037.0,600
-30,40,5817,911,8037.0,500
-30,40,3622,655,9237.0,-700
-30,40,2910,496,8037.0,500
-30,40,8424,899,4774.0,900
-30,40,3827,640,8037.0,500
-30,50,1161,-541,8037.0,500
-30,50,6052,657,8037.0,500
-30,50,9205,462,8037.0,500
-30,50,8753,916,8038.0,600
-30,50,7313,16,8037.0,500
-30,50,2038,314,8037.0,500
-30,50,7374,866,8038.0,600
-30,50,2070,806,8037.0,600
-30,50,3620,-157,8037.0,600
-30,50,3461,-584,8037.0,500
-20,-100,5681,-907,6162.0,-900
-20,-100,3830,802,4310.0,800
-20,-100,7461,153,7941.0,200
-20,-100,7126,807,7605.0,700
-20,-100,9042,45,9522.0,100
-20,-100,2752,-998,3232.0,-1000
-20,-100,9340,64,9820.0,100
-20,-100,6557,866,7038.0,900
-20,-100,8606,-745,9086.0,-600
-20,-100,1695,812,2174.0,700
-20,-90,533,-141,1013.0,-200
-20,-90,4598,577,5078.0,600
-20,-90,3948,-912,4428.0,-1000
-20,-90,8791,921,9271.0,900
-20,-90,2284,-27,2764.0,0
-20,-90,8733,592,9212.0,600
-20,-90,173,-757,653.0,-800
-20,-90,9295,141,9775.0,100
-20,-90,3136,828,3616.0,900
-20,-90,5600,331,6079.0,200
-20,-80,1306,-283,1786.0,-200
-20,-80,3974,449,4454.0,500
-20,-80,8740,509,9220.0,500
-20,-80,657,42,1137.0,100
-20,-80,2651,-408,3130.0,-400
-20,-80,1074,-556,1554.0,-500
-20,-80,7890,-280,8370.0,-300
-20,-80,497,-216,977.0,-300
-20,-80,1604,814,2084.0,800
-20,-80,2708,-498,3188.0,-400
-20,-70,2655,413,3135.0,400
-20,-70,360,851,841.0,900
-20,-70,3648,906,4129.0,900
-20,-70,2939,-262,3419.0,-300
-20,-70,5298,651,5778.0,600
-20,-70,4840,935,5320.0,900
-20,-70,1644,663,2125.0,700
-20,-70,1579,695,2059.0,700
-20,-70,2984,237,3463.0,200
-20,-70,3855,903,4335.0,900
-20,-60,1510,-51,1990.0,0
-20,-60,4705,898,5185.0,900
-20,-60,3263,-259,3743.0,-300
-20,-60,5385,585,5865.0,500
-20,-60,9700,-95,180.0,-100
-20,-60,270,-343,750.0,-300
-20,-60,7408,145,7888.0,100
-20,-60,3212,-485,3691.0,-500
-20,-60,762,-323,1242.0,-300
-20,-60,3163,-451,3643.0,-400
-20,-50,9031,699,9510.0,800
-20,-50,2931,486,3411.0,500
-20,-50,6982,-555,7462.0,-500
-20,-50,8734,96,9215.0,100
-20,-50,571,40,1051.0,100
-20,-50,4527,-546,5006.0,-600
-20,-50,3339,-425,3819.0,-400
-20,-50,1244,948,1725.0,900
-20,-50,9271,568,9751.0,500
-20,-50,9218,-131,9698.0,-100
-20,-40,3809,843,4288.0,800
-20,-40,5841,-908,6321.0,-900
-20,-40,4353,-714,4833.0,-600
-20,-40,2483,522,2963.0,600
-20,-40,6340,175,6820.0,200
-20,-40,3690,675,4171.0,700
-20,-40,7815,611,8295.0,600
-20,-40,2545,493,3026.0,600
-20,-40,4255,-90,4734.0,0
-20,-40,7683,-825,8163.0,-900
-20,-30,2151,364,2632.0,400
-20,-30,2669,-311,3149.0,-400
-20,-30,5522,-372,6003.0,-400
-20,-30,8913,-331,9393.0,-300
-20,-30,252,-29,731.0,0
-20,-30,3407,777,3886.0,900
-20,-30,3804,309,4284.0,200
-20,-30,9562,205,42.0,200
-20,-30,1132,-381,1612.0,-400
-20,-30,2188,-437,2668.0,-500
-20,-20,2022,-838,2502.0,-900
-20,-20,6567,250,7047.0,300
-20,-20,6184,-961,6664.0,-1000
-20,-20,1140,-113,1620.0,0
-20,-20,9652,-748,131.0,-700
-20,-20,1113,-885,1593.0,-900
-20,-20,6576,-551,7056.0,-600
-20,-20,6032,-288,6512.0,-400
-20,-20,8190,855,8671.0,900
-20,-20,8151,83,8631.0,100
-20,-10,5196,-652,5676.0,-600
-20,-10,3289,684,3769.0,800
-20,-10,7194,574,7674.0,600
-20,-10,6183,930,6663.0,900
-20,-10,5624,67,6104.0,0
-20,-10,8145,-865,8626.0,-800
-20,-10,1612,-155,2091.0,-300
-20,-10,8550,-410,9030.0,-400
-20,-10,8597,251,9077.0,200
-20,-10,2231,752,2711.0,700
-20,0,2177,-896,2657.0,-1000
-20,0,4730,-430,5210.0,-400
-20,0,4434,69,4914.0,0
-20,0,5478,-19,5958.0,0
-20,0,9055,954,9535.0,900
-20,0,4851,-281,5330.0,-300
-20,0,7977,-158,8456.0,-100
-20,0,9600,-299,79.0,-200
-20,0,4312,345,4792.0,300
-20,0,5784,443,6264.0,400
-20,10,7761,768,8241.0,800
-20,10,5722,832,6202.0,900
-20,10,3652,-75,4132.0,-100
-20,10,2941,-88,3421.0,-100
-20,10,9690,-883,170.0,-900
-20,10,7238,859,7718.0,800
-20,10,3579,773,4059.0,900
-20,10,839,-452,1319.0,-400
-20,10,8452,-716,8931.0,-600
-20,10,2381,-535,2862.0,-500
-20,20,6187,694,6666.0,700
-20,20,5252,505,5732.0,400
-20,20,2355,-578,2836.0,-700
-20,20,7945,868,8424.0,900
-20,20,1751,-198,2231.0,-200
-20,20,1208,9,1688.0,100
-20,20,5196,814,5676.0,900
-20,20,911,338,1391.0,300
-20,20,9621,-31,100.0,0
-20,20,7187,320,7667.0,400
-20,30,830,141,8037.0,500
-20,30,4658,-728,4774.0,900
-20,30,657,-571,8038.0,600
-20,30,9262,-210,8038.0,700
-20,30,8208,-779,8037.0,500
-20,30,5433,624,8038.0,700
-20,30,2766,206,3246.0,0
-20,30,9773,-915,8037.0,600
-20,30,4775,499,8037.0,500
-20,30,7285,-7,8037.0,600
-20,40,2763,970,8037.0,500
-20,40,1656,838,8037.0,500
-20,40,5857,391,8037.0,500
-20,40,6711,549,8037.0,500
-20,40,2949,-920,8037.0,500
-20,40,1460,-332,8037.0,500
-20,40,8162,800,8037.0,500
-20,40,4681,815,8037.0,500
-20,40,7921,-945,8037.0,500
-20,40,905,-286,8038.0,600
-20,50,6056,655,8037.0,500
-20,50,8850,-140,8037.0,500
-20,50,5993,233,8037.0,500
-20,50,2722,107,8037.0,500
-20,50,1287,330,8037.0,500
-20,50,6850,275,8037.0,500
-20,50,4236,238,8037.0,500
-20,50,77,-364,8037.0,500
-20,50,3652,831,8037.0,500
-20,50,5344,13,8037.0,500
-10,-100,429,-486,909.0,-500
-10,-100,5068,-68,5548.0,-100
-10,-100,7587,-552,8067.0,-500
-10,-100,4381,459,4861.0,500
-10,-100,5217,-25,5697.0,0
-10,-100,1946,628,2426.0,600
-10,-100,4797,489,5277.0,500
-10,-100,104,522,584.0,500
-10,-100,7730,362,8210.0,400
-10,-100,1300,-340,1780.0,-300
-10,-90,2059,23,2539.0,0
-10,-90,3812,810,4292.0,800
-10,-90,2569,-341,3049.0,-400
-10,-90,8358,504,8838.0,500
-10,-90,8199,-117,8679.0,-100
-10,-90,4993,910,5473.0,900
-10,-90,1494,-333,1974.0,-300
-10,-90,3883,-243,4363.0,-200
-10,-90,2985,-822,3465.0,-800
-10,-90,2303,135,2783.0,100
-10,-80,7227,491,7707.0,500
-10,-80,3643,938,4123.0,900
-10,-80,3902,953,4382.0,900
-10,-80,8288,838,8768.0,800
-10,-80,4380,584,4860.0,600
-10,-80,9361,-525,9841.0,-500
-10,-80,3947,-236,4427.0,-200
-10,-80,9047,973,9527.0,900
-10,-80,9762,941,242.0,900
-10,-80,7543,-34,8023.0,0
-10,-70,651,-107,1131.0,-100
-10,-70,4558,-298,5038.0,-300
-10,-70,5490,-2,5970.0,0
-10,-70,6390,-638,6870.0,-600
-10,-70,9480,-570,9960.0,-600
-10,-70,2590,-795,3070.0,-800
-10,-70,3691,-312,4171.0,-300
-10,-70,1001,-236,1481.0,-200
-10,-70,5124,749,5604.0,700
-10,-70,6898,-277,7378.0,-300
-10,-60,1601,600,2081.0,600
-10,-60,4869,-193,5349.0,-200
-10,-60,3943,-307,4423.0,-300
-10,-60,3591,-659,4071.0,-700
-10,-60,7585,-140,8065.0,-200
-10,-60,1205,-809,1685.0,-800
-10,-60,7309,848,7789.0,800
-10,-60,8604,-361,9084.0,-400
-10,-60,4110,144,4590.0,100
-10,-60,7454,-416,7934.0,-400
-10,-50,6307,-265,6787.0,-300
-10,-50,6770,812,7250.0,800
-10,-50,3086,361,3566.0,400
-10,-50,798,555,1278.0,600
-10,-50,2502,952,2982.0,900
-10,-50,883,-202,1363.0,-200
-10,-50,5641,216,6121.0,200
-10,-50,266,-1,746.0,0
-10,-50,4149,367,4629.0,400
-10,-50,3732,-192,4212.0,-200
-10,-40,6635,-576,7115.0,-600
-10,-40,2826,189,3306.0,200
-10,-40,5673,-923,6153.0,-900
-10,-40,5871,-629,6351.0,-600
-10,-40,3937,-173,4417.0,-200
-10,-40,5364,-978,5844.0,-1000
-10,-40,5081,612,5561.0,600
-10,-40,7230,-932,7710.0,-900
-10,-40,3113,224,3593.0,200
-10,-40,2398,-309,2878.0,-300
-10,-30,9999,-32,478.0,0
-10,-30,5706,236,6186.0,200
-10,-30,5410,306,5890.0,300
-10,-30,5434,673,5914.0,700
-10,-30,1978,490,2458.0,500
-10,-30,3294,-593,3774.0,-600
-10,-30,3614,546,4094.0,500
-10,-30,8031,224,8511.0,200
-10,-30,6581,547,7061.0,600
-10,-30,1973,635,2453.0,600
-10,-20,6562,577,7042.0,500
-10,-20,9385,-70,9865.0,-100
-10,-20,1641,-904,2121.0,-900
-10,-20,6057,-485,6537.0,-500
-10,-20,9070,751,9550.0,700
-10,-20,8143,654,8623.0,600
-10,-20,7165,380,7645.0,400
-10,-20,7229,-948,7709.0,-1000
-10,-20,976,534,1456.0,500
-10,-20,4322,-874,4802.0,-900
-10,-10,3960,-695,4440.0,-700
-10,-10,2880,-523,3360.0,-500
-10,-10,6225,446,6705.0,500
-10,-10,5272,978,5752.0,900
-10,-10,5994,158,6474.0,200
-10,-10,1071,-255,1551.0,-300
-10,-10,8660,401,9140.0,400
-10,-10,712,-523,1192.0,-600
-10,-10,6,-413,486.0,-400
-10,-10,9864,38,344.0,0
-10,0,8225,-218,8705.0,-200
-10,0,435,762,915.0,700
-10,0,196,604,676.0,600
-10,0,6437,-855,6917.0,-900
-10,0,4990,189,5470.0,200
-10,0,9159,992,9639.0,900
-10,0,7736,-407,8216.0,-400
-10,0,620,-599,1100.0,-600
-10,0,547,-511,1027.0,-500
-10,0,6794,903,7274.0,900
-10,10,785,-990,1265.0,-1000
-10,10,5045,263,5525.0,300
-10,10,6095,-301,6575.0,-300
