time,lat,lon,freq_index,peak_val,noise_mean
20260805_113136,42.622635,-71.488698,0,1,0
20260805_113136,42.622635,-71.488698,1,0,0
20260805_113137,42.622637,-71.488697,2,1,0
20260805_113137,42.622637,-71.488697,3,2,0
20260805_113138,42.62264,-71.488698,4,1,0
20260805_113138,42.62264,-71.488698,5,1,0
20260805_113139,42.622642,-71.488698,6,3,0
20260805_113139,42.622642,-71.488698,7,5,2
20260805_113140,42.622644,-71.488699,8,2,0
20260805_113140,42.622644,-71.488699,9,1,0
20260805_113141,42.622646,-71.488699,10,0,0
20260805_113141,42.622646,-71.488699,11,0,0
20260805_113142,42.622645,-71.4887,12,1,0
20260805_113143,42.622645,-71.4887,13,1,0
20260805_113143,42.622644,-71.488701,14,0,0
20260805_113144,42.622644,-71.488701,15,1,0
20260805_113144,42.622642,-71.488703,16,0,0
20260805_113145,42.622642,-71.488703,17,0,0
20260805_113145,42.62264,-71.488704,18,1,0
20260805_113146,42.62264,-71.488704,19,1,0
20260805_113146,42.622639,-71.488705,20,1,0
20260805_113147,42.622639,-71.488705,0,1,0
20260805_113147,42.622637,-71.488707,1,0,0
20260805_113148,42.622637,-71.488707,2,1,0
20260805_113148,42.62264,-71.488709,3,2,0
20260805_113149,42.62264,-71.488709,4,1,0
20260805_113149,42.622641,-71.48871,5,1,0
20260805_113150,42.622641,-71.48871,6,4,0
20260805_113150,42.622642,-71.488711,7,5,2
20260805_113151,42.622642,-71.488711,8,1,0
20260805_113151,42.622642,-71.488712,9,2,0
20260805_113152,42.622642,-71.488712,10,0,0
20260805_113152,42.622643,-71.488713,11,0,0
20260805_113153,42.622643,-71.488713,12,0,0
20260805_113153,42.622643,-71.488714,13,1,0
20260805_113154,42.622643,-71.488714,14,0,0
20260805_113154,42.622643,-71.488715,15,1,0
20260805_113155,42.622643,-71.488715,16,1,0
20260805_113155,42.622642,-71.488715,17,0,0
20260805_113156,42.622642,-71.488715,18,1,0
20260805_113156,42.622641,-71.488716,19,2,0
20260805_113157,42.622641,-71.488716,20,0,0
20260805_113157,42.622642,-71.488717,0,1,0
20260805_113158,42.622642,-71.488717,1,0,0
20260805_113158,42.622642,-71.488718,2,1,0
20260805_113159,42.622642,-71.488718,3,2,0
20260805_113159,42.622641,-71.488719,4,1,0
