time,lat,lon,freq_index,peak_val,noise_mean
20260805_135221,43.133981,-70.938139,4,6,2
20260805_135222,43.133981,-70.938139,5,5,2
20260805_135222,43.133981,-70.93814,6,15,4
20260805_135223,43.133981,-70.93814,7,16,7
20260805_135223,43.133981,-70.93814,8,13,6
20260805_135224,43.133981,-70.93814,9,9,3
20260805_135224,43.133981,-70.93814,10,4,2
20260805_135225,43.133981,-70.93814,11,4,2
20260805_135225,43.133981,-70.93814,12,3,1
20260805_135226,43.133981,-70.938141,13,4,2
20260805_135226,43.133981,-70.938141,14,3,2
20260805_135227,43.133981,-70.938141,15,4,2
20260805_135227,43.133981,-70.938141,16,5,2
20260805_135228,43.133981,-70.938141,17,4,2
20260805_135228,43.133981,-70.938141,18,5,3
20260805_135229,43.133981,-70.938142,19,6,2
20260805_135229,43.133981,-70.938142,20,4,2
20260805_135230,43.133981,-70.938142,0,5,2
20260805_135230,43.133981,-70.938142,1,4,2
20260805_135231,43.13398,-70.938142,2,3,1
20260805_135231,43.13398,-70.938142,3,9,3
20260805_135232,43.13398,-70.938142,4,5,2
20260805_135232,43.13398,-70.938142,5,5,2
20260805_135233,43.13398,-70.938142,6,8,3
20260805_135233,43.13398,-70.938142,7,20,9
20260805_135234,43.13398,-70.938143,8,7,3
20260805_135234,43.13398,-70.938143,9,6,3
20260805_135235,43.13398,-70.938143,10,6,2
20260805_135235,43.13398,-70.938143,11,2,1
20260805_135236,43.13398,-70.938143,12,3,1
20260805_135236,43.13398,-70.938143,13,3,1
20260805_135237,43.13398,-70.938143,14,3,1
20260805_135237,43.13398,-70.938143,15,6,2
20260805_135238,43.133979,-70.938143,16,4,2
20260805_135238,43.133979,-70.938143,17,4,2
20260805_135239,43.133979,-70.938144,18,4,2
20260805_135240,43.133979,-70.938144,19,7,2
20260805_135240,43.133979,-70.938144,20,3,1
20260805_135241,43.133979,-70.938144,0,4,2
20260805_135241,43.133979,-70.938144,1,3,1
20260805_135242,43.133979,-70.938144,2,3,2
20260805_135242,43.133979,-70.938144,3,8,3
20260805_135243,43.133979,-70.938144,4,8,3
20260805_135243,43.133978,-70.938144,5,6,3
20260805_135244,43.133978,-70.938144,6,15,4
20260805_135244,43.133978,-70.938144,7,15,7
20260805_135245,43.133978,-70.938144,8,15,7
20260805_135245,43.133978,-70.938145,9,9,3
20260805_135246,43.133978,-70.938145,10,4,2
20260805_135246,43.133978,-70.938145,11,3,2
20260805_135247,43.133978,-70.938145,12,4,2
20260805_135247,43.133978,-70.938145,13,4,2
20260805_135248,43.133978,-70.938145,14,3,2
20260805_135248,43.133978,-70.938145,15,4,2
20260805_135249,43.133978,-70.938145,16,4,1
20260805_135249,43.133978,-70.938145,17,3,1
20260805_135250,43.133978,-70.938145,18,4,2
20260805_135250,43.133978,-70.938146,19,6,2
20260805_135251,43.133978,-70.938146,20,4,2
20260805_135251,43.133977,-70.938146,0,5,1
20260805_135252,43.133977,-70.938146,1,4,2
20260805_135252,43.133977,-70.938146,2,3,1
20260805_135253,43.133977,-70.938146,3,10,4
20260805_135253,43.133977,-70.938146,4,5,2
20260805_135254,43.133977,-70.938146,5,5,2
20260805_135254,43.133977,-70.938146,6,16,5
20260805_135255,43.133977,-70.938146,7,21,9
20260805_135255,43.133977,-70.938147,8,9,5
20260805_135256,43.133977,-70.938147,9,8,3
20260805_135256,43.133976,-70.938147,10,4,2
20260805_135257,43.133976,-70.938147,11,4,2
20260805_135257,43.133976,-70.938147,12,4,2
20260805_135258,43.133976,-70.938147,13,4,2
20260805_135258,43.133976,-70.938147,14,4,2
20260805_135259,43.133976,-70.938147,15,6,2
20260805_135259,43.133976,-70.938148,16,5,2
20260805_135300,43.133976,-70.938148,17,4,2
20260805_135300,43.133975,-70.938148,18,5,2
20260805_135301,43.133975,-70.938148,19,7,3
20260805_135301,43.133975,-70.938148,20,5,2
20260805_135302,43.133975,-70.938148,0,4,2
20260805_135302,43.133975,-70.938148,1,3,2
20260805_135303,43.133975,-70.938148,2,5,2
20260805_135303,43.133975,-70.938149,3,7,3
20260805_135304,43.133975,-70.938149,4,7,2
20260805_135304,43.133975,-70.938149,5,7,3
20260805_135305,43.133975,-70.938149,6,14,4
20260805_135305,43.133975,-70.938149,7,15,7
20260805_135306,43.133975,-70.938149,8,9,4
20260805_135306,43.133975,-70.938149,9,8,4
20260805_135307,43.133975,-70.938149,10,5,3
20260805_135307,43.133975,-70.938149,11,4,2
20260805_135308,43.133975,-70.938149,12,5,3
20260805_135308,43.133975,-70.938149,13,6,3
20260805_135309,43.133975,-70.93815,14,5,3
20260805_135309,43.133975,-70.93815,15,5,3
20260805_135310,43.133975,-70.93815,16,5,2
20260805_135310,43.133975,-70.93815,17,4,2
20260805_135311,43.133974,-70.93815,18,5,3
20260805_135311,43.133974,-70.93815,19,6,3
20260805_135312,43.133974,-70.93815,20,4,3
20260805_135312,43.133974,-70.93815,0,6,3
20260805_135313,43.133974,-70.93815,1,6,3
20260805_135313,43.133974,-70.93815,2,5,3
20260805_135314,43.133974,-70.938151,3,11,4
20260805_135314,43.133974,-70.938151,4,6,3
20260805_135315,43.133974,-70.938151,5,6,2
20260805_135315,43.133974,-70.938151,6,18,5
20260805_135316,43.133975,-70.938151,7,20,9
20260805_135316,43.133975,-70.938151,8,10,6
20260805_135317,43.133975,-70.938151,9,8,4
20260805_135317,43.133975,-70.938151,10,4,2
20260805_135318,43.133975,-70.938152,11,3,2
20260805_135318,43.133975,-70.938152,12,4,2
20260805_135319,43.133975,-70.938152,13,4,2
20260805_135319,43.133975,-70.938152,14,4,2
20260805_135320,43.133975,-70.938152,15,6,3
20260805_135320,43.133975,-70.938152,16,6,3
20260805_135321,43.133975,-70.938152,17,6,3
20260805_135321,43.133975,-70.938152,18,5,3
20260805_135322,43.133975,-70.938152,19,8,3
20260805_135322,43.133975,-70.938152,20,6,3
20260805_135323,43.133975,-70.938153,0,6,2
20260805_135323,43.133975,-70.938153,1,4,2
20260805_135324,43.133975,-70.938153,2,5,2
20260805_135325,43.133975,-70.938153,3,6,2
20260805_135325,43.133975,-70.938153,4,6,2
20260805_135326,43.133975,-70.938153,5,7,3
20260805_135326,43.133975,-70.938153,6,13,5
20260805_135327,43.133975,-70.938153,7,15,7
20260805_135327,43.133975,-70.938153,8,8,4
20260805_135328,43.133975,-70.938153,9,8,4
20260805_135328,43.133975,-70.938154,10,5,3
20260805_135329,43.133975,-70.938154,11,4,2
20260805_135329,43.133975,-70.938154,12,5,2
20260805_135330,43.133975,-70.938154,13,4,2
20260805_135330,43.133975,-70.938154,14,4,2
20260805_135331,43.133975,-70.938154,15,4,2
20260805_135331,43.133975,-70.938154,16,5,2
20260805_135332,43.133975,-70.938154,17,3,2
20260805_135332,43.133975,-70.938154,18,4,2
20260805_135333,43.133975,-70.938154,19,7,2
20260805_135333,43.133975,-70.938155,20,3,1
20260805_135334,43.133975,-70.938155,0,4,1
20260805_135334,43.133975,-70.938155,1,4,1
20260805_135335,43.133975,-70.938155,2,4,2
20260805_135335,43.133975,-70.938155,3,9,3
20260805_135336,43.133975,-70.938155,4,7,2
20260805_135336,43.133975,-70.938155,5,5,2
20260805_135337,43.133975,-70.938155,6,17,4
20260805_135337,43.133975,-70.938154,7,19,9
20260805_135338,43.133975,-70.938154,8,12,6
20260805_135338,43.133975,-70.938149,9,7,3
20260805_135339,43.133975,-70.938149,10,4,2
20260805_135339,43.133973,-70.938139,11,3,1
20260805_135340,43.133973,-70.938139,12,3,2
20260805_135340,43.133971,-70.938128,13,4,1
20260805_135341,43.133971,-70.938128,14,3,1
20260805_135341,43.133969,-70.938117,15,5,2
20260805_135342,43.133969,-70.938117,16,5,2
20260805_135342,,,17,3,2
20260805_135343,,,18,5,2
20260805_135343,,,19,6,2
20260805_135344,,,20,5,2
20260805_135344,,,0,5,2
20260805_135345,,,1,3,2
20260805_135345,43.133974,-70.938104,2,4,2
20260805_135346,43.133974,-70.938104,3,6,3
20260805_135346,43.133981,-70.938104,4,6,2
20260805_135347,43.133981,-70.938104,5,6,3
20260805_135347,43.133989,-70.93811,6,12,4
20260805_135348,43.133989,-70.93811,7,16,6
20260805_135348,,,8,7,3
20260805_135349,,,9,7,3
20260805_135349,,,10,5,2
20260805_135350,,,11,4,2
20260805_135350,,,12,5,3
20260805_135351,,,13,4,3
20260805_135351,,,14,4,2
20260805_135352,43.133995,-70.938147,15,6,2
20260805_135352,43.133995,-70.938147,16,4,1
20260805_135353,43.133995,-70.938164,17,2,1
20260805_135353,43.133995,-70.938164,18,4,2
20260805_135354,43.133995,-70.938171,19,7,2
20260805_135354,43.133995,-70.938171,20,3,1
20260805_135355,43.133995,-70.938172,0,4,1
20260805_135355,43.133995,-70.938172,1,4,2
20260805_135356,43.133996,-70.938173,2,4,1
20260805_135356,43.133996,-70.938173,3,8,2
20260805_135357,43.133996,-70.938175,4,5,2
20260805_135357,43.133996,-70.938175,5,5,2
20260805_135358,43.133997,-70.938176,6,16,4
20260805_135358,43.133997,-70.938176,7,17,7
20260805_135359,43.133997,-70.938177,8,11,6
20260805_135359,43.133997,-70.938177,9,8,3
20260805_135400,43.133998,-70.938179,10,3,2
20260805_135400,43.133998,-70.938179,11,4,2
20260805_135401,43.133999,-70.93818,12,3,2
20260805_135401,43.133999,-70.93818,13,4,2
20260805_135402,43.133999,-70.938181,14,2,1
20260805_135402,43.133999,-70.938181,15,4,2
20260805_135403,43.134,-70.938182,16,4,1
20260805_135403,43.134,-70.938182,17,3,1
20260805_135404,43.134,-70.938183,18,4,2
20260805_135404,43.134,-70.938183,19,5,2
20260805_135405,43.134001,-70.938184,20,6,2
20260805_135405,43.134001,-70.938184,0,6,2
20260805_135406,43.134002,-70.938185,1,3,1
20260805_135406,43.134002,-70.938185,2,4,2
20260805_135407,43.134002,-70.938187,3,5,2
20260805_135407,43.134002,-70.938187,4,6,2
20260805_135408,43.134003,-70.938188,5,5,2
20260805_135408,43.134003,-70.938188,6,10,3
20260805_135409,43.134003,-70.938189,7,21,8
20260805_135410,43.134003,-70.938189,8,7,3
20260805_135410,43.134004,-70.93819,9,7,3
20260805_135411,43.134004,-70.93819,10,5,2
20260805_135411,43.134004,-70.938191,11,3,1
20260805_135412,43.134004,-70.938191,12,3,1
20260805_135412,43.134005,-70.938192,13,4,2
20260805_135413,43.134005,-70.938192,14,3,2
20260805_135413,43.134005,-70.938192,15,5,1
20260805_135414,43.134005,-70.938192,16,4,2
20260805_135414,43.134006,-70.938193,17,3,2
20260805_135415,43.134006,-70.938193,18,3,1
20260805_135415,43.134006,-70.938194,19,6,2
20260805_135416,43.134006,-70.938194,20,3,1
20260805_135416,43.134007,-70.938195,0,4,2
20260805_135417,43.134007,-70.938195,1,3,2
20260805_135417,43.134007,-70.938197,2,4,2
20260805_135418,43.134007,-70.938197,3,7,3
20260805_135418,43.134007,-70.9382,4,7,3
20260805_135419,43.134007,-70.9382,5,6,2
20260805_135419,43.134007,-70.938206,6,15,4
20260805_135420,43.134007,-70.938206,7,16,7
20260805_135420,43.134005,-70.938219,8,13,7
20260805_135421,43.134005,-70.938219,9,9,3
20260805_135421,43.134002,-70.938234,10,3,2
20260805_135422,43.134002,-70.938234,11,3,1
20260805_135422,,,12,3,2
20260805_135423,,,13,5,2
20260805_135423,43.133996,-70.938248,14,3,2
20260805_135424,43.133996,-70.938248,15,5,2
20260805_135424,,,16,6,2
20260805_135425,,,17,4,2
20260805_135425,,,18,5,3
20260805_135426,,,19,6,3
20260805_135426,,,20,3,2
20260805_135427,,,0,5,2
20260805_135427,,,1,3,1
20260805_135428,,,2,3,1
20260805_135428,,,3,10,3
20260805_135429,,,4,6,2
20260805_135429,,,5,6,3
20260805_135430,,,6,9,3
20260805_135430,,,7,22,9
20260805_135431,,,8,8,4
20260805_135431,,,9,7,3
20260805_135432,,,10,6,3
20260805_135432,43.133609,-70.93844,11,3,2
20260805_135433,43.133609,-70.93844,12,4,2
20260805_135433,43.133565,-70.938468,13,4,2
20260805_135434,43.133565,-70.938468,14,3,2
20260805_135434,43.133523,-70.938499,15,6,2
20260805_135435,43.133523,-70.938499,16,5,2
20260805_135435,43.133481,-70.938532,17,5,3
20260805_135436,43.133441,-70.938566,18,5,3
20260805_135436,43.133441,-70.938566,19,8,3
20260805_135437,43.133401,-70.9386,20,5,2
20260805_135437,43.133401,-70.9386,0,6,2
20260805_135438,43.133361,-70.938635,1,3,2
20260805_135438,43.133361,-70.938635,2,4,2
20260805_135439,43.13332,-70.938671,3,7,3
20260805_135439,43.13332,-70.938671,4,8,3
20260805_135440,43.133278,-70.938707,5,7,3
20260805_135440,43.133278,-70.938707,6,16,5
20260805_135441,43.133237,-70.938743,7,15,7
20260805_135441,43.133237,-70.938743,8,16,7
20260805_135442,43.133195,-70.938778,9,9,3
20260805_135442,43.133195,-70.938778,10,5,3
20260805_135443,43.133155,-70.938813,11,3,2
20260805_135443,43.133155,-70.938813,12,4,2
20260805_135444,43.133117,-70.938845,13,5,3
20260805_135444,43.133117,-70.938845,14,5,3
20260805_135445,43.133084,-70.938876,15,5,2
20260805_135445,43.133084,-70.938876,16,5,3
20260805_135446,43.133055,-70.938903,17,4,2
20260805_135446,43.133055,-70.938903,18,5,3
20260805_135447,43.133028,-70.938926,19,6,3
20260805_135447,43.133028,-70.938926,20,4,2
20260805_135448,43.133003,-70.938948,0,5,2
20260805_135448,43.133003,-70.938948,1,4,2
20260805_135449,43.132978,-70.93897,2,4,2
20260805_135449,43.132978,-70.93897,3,11,4
20260805_135450,,,4,6,3
20260805_135450,,,5,5,3
20260805_135451,,,6,18,5
20260805_135451,,,7,22,10
20260805_135452,,,8,10,5
20260805_135453,,,9,8,4
20260805_135453,,,10,4,2
20260805_135454,,,11,4,2
20260805_135454,,,12,5,2
20260805_135455,,,13,4,2
20260805_135455,,,14,3,1
20260805_135456,,,15,6,2
20260805_135456,,,16,5,2
20260805_135457,,,17,5,2
20260805_135457,43.133152,-70.939145,18,5,3
20260805_135458,43.133152,-70.939145,19,8,3
20260805_135458,43.133193,-70.939154,20,6,3
20260805_135459,43.133193,-70.939154,0,5,2
20260805_135459,43.133225,-70.939167,1,3,2
20260805_135500,43.133225,-70.939167,2,5,3
20260805_135500,43.133259,-70.93918,3,7,3
20260805_135501,43.133259,-70.93918,4,7,2
20260805_135501,43.133298,-70.939196,5,7,3
20260805_135502,43.133298,-70.939196,6,13,4
20260805_135502,43.133341,-70.939213,7,16,7
20260805_135503,43.133341,-70.939213,8,8,3
20260805_135503,43.133384,-70.939234,9,8,3
20260805_135504,43.133384,-70.939234,10,5,3
20260805_135504,43.13343,-70.939255,11,3,2
20260805_135505,43.13343,-70.939255,12,6,3
20260805_135505,43.133477,-70.939277,13,5,3
20260805_135506,43.133477,-70.939277,14,5,3
20260805_135506,43.133524,-70.939302,15,4,2
20260805_135507,43.133524,-70.939302,16,4,2
20260805_135507,43.133573,-70.939326,17,4,2
20260805_135508,43.133573,-70.939326,18,4,3
20260805_135508,43.133624,-70.939351,19,6,3
20260805_135509,43.133624,-70.939351,20,4,2
20260805_135509,43.133675,-70.939376,0,6,3
20260805_135510,43.133675,-70.939376,1,4,2
20260805_135510,43.133726,-70.939401,2,5,2
20260805_135511,43.133726,-70.939401,3,9,4
20260805_135511,43.133778,-70.939429,4,7,3
20260805_135512,43.133778,-70.939429,5,6,2
20260805_135512,43.133829,-70.939457,6,17,4
20260805_135513,43.133829,-70.939457,7,19,8
20260805_135513,43.133878,-70.939484,8,10,5
20260805_135514,43.133878,-70.939484,9,6,3
20260805_135514,43.133927,-70.939515,10,3,1
20260805_135515,43.133927,-70.939515,11,3,1
20260805_135515,43.133975,-70.93955,12,3,1
20260805_135516,43.133975,-70.93955,13,3,2
20260805_135516,43.134017,-70.939586,14,3,1
20260805_135517,43.134017,-70.939586,15,4,1
20260805_135517,,,16,3,1
20260805_135518,,,17,3,1
20260805_135518,,,18,4,1
20260805_135519,,,19,5,1
20260805_135519,,,20,5,2
20260805_135520,,,0,6,3
20260805_135520,,,1,3,2
20260805_135521,,,2,4,2
20260805_135521,,,3,6,3
20260805_135522,,,4,7,2
20260805_135522,,,5,7,3
20260805_135523,,,6,13,5
20260805_135523,,,7,15,6
20260805_135524,43.13388,-70.93999,8,7,3
20260805_135524,43.13388,-70.93999,9,8,3
20260805_135525,43.133828,-70.939974,10,6,3
20260805_135525,43.133828,-70.939974,11,4,2
20260805_135526,43.133775,-70.939938,12,5,3
20260805_135526,43.133775,-70.939938,13,4,2
20260805_135527,43.133716,-70.9399,14,5,2
20260805_135527,43.133716,-70.9399,15,7,2
20260805_135528,43.133654,-70.93986,16,5,2
20260805_135528,43.133654,-70.93986,17,4,2
20260805_135529,43.133593,-70.939833,18,4,2
20260805_135529,43.133593,-70.939833,19,8,2
20260805_135530,43.133532,-70.939804,20,3,2
20260805_135530,43.133532,-70.939804,0,4,1
20260805_135531,43.133472,-70.939776,1,4,2
20260805_135531,43.133472,-70.939776,2,4,2
20260805_135532,43.133414,-70.939749,3,9,4
20260805_135532,43.133414,-70.939749,4,7,3
20260805_135533,43.133357,-70.93972,5,6,2
20260805_135533,43.133357,-70.93972,6,17,5
20260805_135534,43.1333,-70.939693,7,17,8
20260805_135534,43.1333,-70.939693,8,11,6
20260805_135535,43.133244,-70.939667,9,8,2
20260805_135536,43.133244,-70.939667,10,3,1
20260805_135536,43.133188,-70.939641,11,3,1
20260805_135537,43.133188,-70.939641,12,2,1
20260805_135537,43.133133,-70.939615,13,3,1
20260805_135538,43.133133,-70.939615,14,2,1
20260805_135538,43.133079,-70.93959,15,4,1
20260805_135539,43.133079,-70.93959,16,4,1
20260805_135539,43.133026,-70.939565,17,3,1
20260805_135540,43.133026,-70.939565,18,4,2
20260805_135540,43.132974,-70.93954,19,6,2
20260805_135541,43.132974,-70.93954,20,5,2
20260805_135541,43.132925,-70.939514,0,5,2
20260805_135542,43.132925,-70.939514,1,3,2
20260805_135542,43.132878,-70.939484,2,3,1
20260805_135543,43.132878,-70.939484,3,9,3
20260805_135543,43.132834,-70.939448,4,5,1
20260805_135544,43.132834,-70.939448,5,5,2
20260805_135544,,,6,9,3
20260805_135545,,,7,20,9
20260805_135545,,,8,8,4
20260805_135546,,,9,6,3
20260805_135546,,,10,5,2
20260805_135547,,,11,2,1
20260805_135547,,,12,3,1
20260805_135548,,,13,4,2
20260805_135548,,,14,4,2
20260805_135549,,,15,6,2
20260805_135549,,,16,4,2
20260805_135550,,,17,4,2
20260805_135550,,,18,5,2
20260805_135551,,,19,8,3
20260805_135551,43.132894,-70.939005,20,4,2
20260805_135552,43.132894,-70.939005,0,4,2
20260805_135552,43.132959,-70.93895,1,2,1
20260805_135553,43.132959,-70.93895,2,4,1
20260805_135553,43.133015,-70.938899,3,7,3
20260805_135554,43.133015,-70.938899,4,8,3
20260805_135554,43.133072,-70.938851,5,6,2
20260805_135555,43.133072,-70.938851,6,14,4
20260805_135555,43.133131,-70.938805,7,16,7
20260805_135556,43.133131,-70.938805,8,15,7
20260805_135556,43.133191,-70.938758,9,9,4
20260805_135557,43.133191,-70.938758,10,4,2
20260805_135557,43.133251,-70.93871,11,3,2
20260805_135558,43.133251,-70.93871,12,4,2
20260805_135558,43.133311,-70.93866,13,4,2
20260805_135559,43.133311,-70.93866,14,4,2
