time,lat,lon,freq_index,peak_val,noise_mean
20260805_151949,43.124315,-70.915088,11,3,1
20260805_151949,43.124314,-70.915088,12,5,3
20260805_151950,43.124314,-70.915088,13,4,2
20260805_151950,43.124314,-70.915089,14,3,1
20260805_151951,43.124313,-70.915089,15,6,2
20260805_151951,43.124313,-70.915089,16,4,1
20260805_151952,43.124313,-70.91509,17,2,1
20260805_151952,43.124313,-70.91509,18,3,1
20260805_151953,43.124312,-70.91509,19,7,2
20260805_151953,43.124312,-70.91509,20,4,2
20260805_151954,43.124312,-70.91509,0,5,2
20260805_151954,43.124312,-70.91509,1,5,2
20260805_151955,43.124312,-70.91509,2,5,2
20260805_151955,43.124312,-70.91509,3,9,4
20260805_151956,43.124311,-70.91509,4,6,2
20260805_151956,43.124311,-70.91509,5,5,2
20260805_151957,43.124311,-70.915091,6,17,5
20260805_151957,43.124311,-70.915091,7,20,9
20260805_151958,43.12431,-70.915091,8,14,7
20260805_151958,43.12431,-70.915091,9,8,4
20260805_151959,43.12431,-70.915091,10,4,2
20260805_151959,43.12431,-70.915091,11,4,2
20260805_152000,43.12431,-70.915092,12,3,2
20260805_152000,43.12431,-70.915092,13,4,2
20260805_152001,43.124309,-70.915092,14,4,2
20260805_152001,43.124309,-70.915092,15,5,2
20260805_152002,43.124309,-70.915092,16,6,3
20260805_152002,43.124309,-70.915092,17,5,3
20260805_152003,43.124308,-70.915093,18,6,3
20260805_152003,43.124308,-70.915093,19,6,3
20260805_152004,43.124308,-70.915093,20,7,3
20260805_152004,43.124308,-70.915093,0,8,4
20260805_152005,43.124308,-70.915093,1,6,4
20260805_152005,43.124308,-70.915093,2,5,3
20260805_152006,43.124307,-70.915094,3,7,4
20260805_152006,43.124307,-70.915094,4,9,4
20260805_152007,43.124307,-70.915094,5,7,4
20260805_152007,43.124307,-70.915094,6,12,5
20260805_152008,43.124306,-70.915094,7,23,11
20260805_152009,43.124306,-70.915094,8,9,5
20260805_152009,43.124306,-70.915094,9,8,5
20260805_152010,43.124306,-70.915094,10,7,4
20260805_152010,43.124306,-70.915095,11,5,3
20260805_152011,43.124306,-70.915095,12,5,3
20260805_152011,43.124306,-70.915095,13,4,2
20260805_152012,43.124306,-70.915095,14,4,2
20260805_152012,43.124305,-70.915095,15,7,3
20260805_152013,43.124305,-70.915095,16,6,3
20260805_152013,43.124305,-70.915095,17,5,3
20260805_152014,43.124305,-70.915095,18,5,3
20260805_152014,43.124305,-70.915095,19,9,3
20260805_152015,43.124305,-70.915095,20,4,2
20260805_152015,43.124305,-70.915095,0,4,2
20260805_152016,43.124305,-70.915095,1,6,2
20260805_152016,43.124304,-70.915095,2,6,3
20260805_152017,43.124304,-70.915095,3,9,4
20260805_152017,43.124304,-70.915095,4,9,4
20260805_152018,43.124304,-70.915095,5,7,3
20260805_152018,43.124304,-70.915096,6,16,5
20260805_152019,43.124304,-70.915096,7,17,8
20260805_152019,43.124304,-70.915096,8,15,8
20260805_152020,43.124304,-70.915096,9,10,4
20260805_152020,43.124304,-70.915096,10,5,3
20260805_152021,43.124304,-70.915096,11,4,2
20260805_152021,43.124303,-70.915096,12,4,2
20260805_152022,43.124303,-70.915096,13,5,2
20260805_152022,43.124303,-70.915096,14,5,3
20260805_152023,43.124303,-70.915096,15,7,3
20260805_152023,43.124303,-70.915096,16,7,3
20260805_152024,43.124303,-70.915096,17,4,3
20260805_152024,43.124303,-70.915096,18,6,3
20260805_152025,43.124303,-70.915096,19,7,3
20260805_152025,43.124303,-70.915096,20,5,3
20260805_152026,43.124303,-70.915096,0,6,3
20260805_152026,43.124303,-70.915096,1,5,3
20260805_152027,43.124303,-70.915096,2,5,3
20260805_152027,43.124303,-70.915096,3,12,5
20260805_152028,43.124303,-70.915096,4,7,3
20260805_152028,43.124303,-70.915096,5,7,3
20260805_152029,43.124303,-70.915096,6,10,4
20260805_152029,43.124303,-70.915096,7,21,10
20260805_152030,43.124303,-70.915096,8,10,4
20260805_152030,43.124303,-70.915096,9,8,4
20260805_152031,43.124303,-70.915096,10,7,4
20260805_152031,43.124303,-70.915096,11,4,2
20260805_152032,43.124303,-70.915096,12,5,3
20260805_152032,43.124303,-70.915096,13,5,3
20260805_152033,43.124303,-70.915096,14,5,3
20260805_152033,43.124303,-70.915096,15,6,2
20260805_152034,43.124303,-70.915096,16,5,3
20260805_152034,43.124304,-70.915095,17,4,2
20260805_152035,43.124304,-70.915095,18,6,3
20260805_152035,43.124304,-70.915095,19,8,3
20260805_152036,43.124304,-70.915095,20,5,3
20260805_152036,43.124304,-70.915095,0,6,3
20260805_152037,43.124304,-70.915095,1,4,2
20260805_152037,43.124304,-70.915095,2,4,2
20260805_152038,43.124304,-70.915094,3,8,4
20260805_152038,43.124304,-70.915094,4,9,4
20260805_152039,43.124305,-70.915094,5,7,4
20260805_152039,43.124305,-70.915094,6,15,5
20260805_152040,43.124305,-70.915094,7,16,8
20260805_152040,43.124305,-70.915094,8,16,8
20260805_152041,43.124305,-70.915094,9,10,4
20260805_152041,43.124305,-70.915094,10,5,3
20260805_152042,43.124305,-70.915093,11,4,2
20260805_152042,43.124305,-70.915093,12,4,2
20260805_152043,43.124306,-70.915093,13,6,3
20260805_152043,43.124306,-70.915093,14,5,3
20260805_152044,43.124306,-70.915093,15,5,3
20260805_152044,43.124306,-70.915093,16,5,2
20260805_152045,43.124306,-70.915092,17,4,2
20260805_152045,43.124306,-70.915092,18,5,3
20260805_152046,43.124306,-70.915092,19,6,3
20260805_152046,43.124306,-70.915092,20,4,2
20260805_152047,43.124307,-70.915091,0,6,2
20260805_152047,43.124307,-70.915091,1,4,2
20260805_152048,43.124307,-70.915091,2,4,2
20260805_152048,43.124307,-70.915091,3,11,4
20260805_152049,43.124308,-70.91509,4,6,2
20260805_152049,43.124308,-70.91509,5,5,2
20260805_152050,43.124308,-70.91509,6,8,3
20260805_152050,43.124308,-70.91509,7,21,10
20260805_152051,43.124308,-70.915089,8,9,5
20260805_152051,43.124308,-70.915089,9,6,3
20260805_152052,43.124308,-70.915089,10,3,2
20260805_152053,43.124308,-70.915089,11,3,1
20260805_152053,43.124309,-70.915088,12,3,1
20260805_152054,43.124309,-70.915088,13,5,2
20260805_152054,43.124309,-70.915087,14,3,1
20260805_152055,43.124309,-70.915087,15,5,2
20260805_152055,43.124309,-70.915087,16,5,2
20260805_152056,43.124309,-70.915087,17,4,2
20260805_152056,43.124309,-70.915087,18,5,2
20260805_152057,43.124309,-70.915087,19,6,2
20260805_152057,43.12431,-70.915086,20,4,1
20260805_152058,43.12431,-70.915086,0,3,1
20260805_152058,43.12431,-70.915086,1,3,1
20260805_152059,43.12431,-70.915086,2,3,1
20260805_152059,43.12431,-70.915085,3,6,2
20260805_152100,43.12431,-70.915085,4,7,3
20260805_152100,43.12431,-70.915085,5,7,3
20260805_152101,43.12431,-70.915085,6,14,4
20260805_152101,43.12431,-70.915084,7,15,7
20260805_152102,43.12431,-70.915084,8,9,3
20260805_152102,43.124311,-70.915084,9,8,3
20260805_152103,43.124311,-70.915084,10,4,2
20260805_152103,43.124311,-70.915083,11,3,1
20260805_152104,43.124311,-70.915083,12,5,2
20260805_152104,43.124311,-70.915083,13,5,2
20260805_152105,43.124311,-70.915083,14,3,2
20260805_152105,43.124311,-70.915083,15,4,2
20260805_152106,43.124311,-70.915083,16,4,1
20260805_152106,43.124311,-70.915082,17,4,2
20260805_152107,43.124311,-70.915082,18,3,1
20260805_152107,43.124312,-70.915082,19,4,1
20260805_152108,43.124312,-70.915082,20,3,2
20260805_152108,43.124312,-70.915082,0,5,2
20260805_152109,43.124312,-70.915082,1,4,1
20260805_152109,43.124312,-70.915081,2,4,1
20260805_152110,43.124312,-70.915081,3,9,3
20260805_152110,43.124312,-70.915081,4,5,2
20260805_152111,43.124312,-70.915081,5,4,1
20260805_152111,43.124312,-70.915081,6,16,4
20260805_152112,43.124312,-70.915081,7,19,8
20260805_152112,43.124312,-70.915081,8,10,5
20260805_152113,43.124312,-70.915081,9,6,3
20260805_152113,43.124312,-70.91508,10,3,1
20260805_152114,43.124312,-70.91508,11,2,1
20260805_152114,43.124312,-70.91508,12,3,1
20260805_152115,43.124312,-70.91508,13,3,1
20260805_152115,43.124312,-70.91508,14,3,1
20260805_152116,43.124312,-70.91508,15,5,1
20260805_152116,43.124312,-70.915079,16,3,1
20260805_152117,43.124312,-70.915079,17,3,1
20260805_152117,43.124312,-70.915079,18,4,1
20260805_152118,43.124312,-70.915079,19,5,1
20260805_152118,43.124312,-70.915079,20,4,2
20260805_152119,43.124312,-70.915079,0,6,2
20260805_152119,43.124312,-70.915079,1,3,2
20260805_152120,43.124312,-70.915079,2,3,1
20260805_152120,43.124312,-70.915079,3,5,2
20260805_152121,43.124312,-70.915079,4,4,1
20260805_152121,43.124312,-70.915079,5,5,2
20260805_152122,43.124312,-70.915078,6,11,3
20260805_152122,43.124312,-70.915078,7,15,5
20260805_152123,43.124311,-70.915078,8,7,3
20260805_152123,43.124311,-70.915078,9,7,3
20260805_152124,43.124311,-70.915078,10,6,2
20260805_152124,43.124311,-70.915078,11,3,1
20260805_152125,43.124311,-70.915078,12,5,2
20260805_152125,43.124311,-70.915078,13,4,2
20260805_152126,43.124312,-70.915078,14,4,2
20260805_152126,43.124312,-70.915078,15,6,2
20260805_152127,43.124312,-70.915078,16,4,2
20260805_152127,43.124312,-70.915078,17,3,2
20260805_152128,43.124312,-70.915078,18,3,1
20260805_152128,43.124312,-70.915078,19,6,2
20260805_152129,43.124312,-70.915078,20,3,1
20260805_152129,43.124312,-70.915078,0,4,1
20260805_152130,43.124312,-70.915078,1,3,1
20260805_152130,43.124312,-70.915078,2,4,1
20260805_152131,43.124312,-70.915078,3,8,3
20260805_152131,43.124312,-70.915078,4,6,2
20260805_152132,43.124313,-70.915078,5,5,2
20260805_152132,43.124313,-70.915078,6,16,4
20260805_152133,43.124313,-70.915078,7,17,7
20260805_152133,43.124313,-70.915078,8,12,6
20260805_152134,43.124313,-70.915078,9,8,3
20260805_152135,43.124313,-70.915078,10,4,2
20260805_152135,43.124313,-70.915078,11,3,1
20260805_152136,43.124313,-70.915078,12,3,1
20260805_152136,43.124313,-70.915078,13,5,2
20260805_152137,43.124313,-70.915078,14,2,1
20260805_152137,43.124314,-70.915078,15,4,1
20260805_152138,43.124314,-70.915078,16,3,1
20260805_152138,43.124314,-70.915078,17,3,1
20260805_152139,43.124314,-70.915078,18,4,1
20260805_152139,43.124314,-70.915078,19,5,2
20260805_152140,43.124314,-70.915078,20,5,2
20260805_152140,43.124314,-70.915078,0,4,1
20260805_152141,43.124314,-70.915078,1,2,1
20260805_152141,43.124314,-70.915078,2,2,1
20260805_152142,43.124314,-70.915078,3,4,1
20260805_152142,43.124314,-70.915078,4,4,1
20260805_152143,43.124314,-70.915078,5,5,2
20260805_152143,43.124314,-70.915078,6,10,3
20260805_152144,43.124314,-70.915078,7,21,9
20260805_152144,43.124315,-70.915078,8,8,4
20260805_152145,43.124315,-70.915078,9,7,3
20260805_152145,43.124315,-70.915078,10,6,3
20260805_152146,43.124315,-70.915078,11,4,2
20260805_152146,43.124315,-70.915078,12,5,2
20260805_152147,43.124315,-70.915078,13,5,2
20260805_152147,43.124316,-70.915081,14,4,2
20260805_152148,43.124316,-70.915081,15,8,2
20260805_152148,43.124318,-70.915087,16,5,2
20260805_152149,43.124318,-70.915087,17,3,1
20260805_152149,,,18,4,2
20260805_152150,,,19,8,3
20260805_152150,,,20,5,2
20260805_152151,,,0,4,1
20260805_152151,,,1,5,2
20260805_152152,,,2,5,2
20260805_152152,,,3,8,3
20260805_152153,,,4,8,3
20260805_152153,,,5,6,3
20260805_152154,,,6,15,5
20260805_152154,,,7,17,8
20260805_152155,,,8,15,8
20260805_152155,,,9,8,3
20260805_152156,,,10,4,3
20260805_152156,,,11,4,2
20260805_152157,,,12,4,2
20260805_152157,43.124525,-70.915661,13,5,2
20260805_152158,43.124525,-70.915661,14,4,2
20260805_152158,43.124563,-70.915718,15,5,2
20260805_152159,43.124586,-70.915768,16,5,2
20260805_152159,43.124586,-70.915768,17,4,2
20260805_152200,43.124606,-70.915806,18,6,3
20260805_152200,43.124606,-70.915806,19,7,4
20260805_152201,43.124606,-70.915806,20,4,2
20260805_152201,43.124625,-70.915843,0,6,2
20260805_152202,43.124642,-70.915875,1,5,2
20260805_152202,43.124642,-70.915875,2,4,3
20260805_152203,43.124667,-70.9159,3,11,5
20260805_152203,43.124667,-70.9159,4,8,3
20260805_152204,43.124694,-70.915934,5,6,3
20260805_152204,43.124694,-70.915934,6,9,4
20260805_152205,43.124724,-70.915964,7,23,10
20260805_152205,43.124724,-70.915964,8,9,5
20260805_152206,43.12475,-70.915998,9,8,4
20260805_152206,43.12475,-70.915998,10,7,3
20260805_152207,43.124777,-70.91603,11,3,2
20260805_152207,43.124777,-70.91603,12,4,2
20260805_152208,43.124807,-70.916064,13,5,3
20260805_152208,43.124807,-70.916064,14,3,1
20260805_152209,43.125085,-70.915788,15,6,2
20260805_152209,43.125085,-70.915788,16,4,2
20260805_152210,43.12516,-70.915754,17,4,2
20260805_152210,43.12516,-70.915754,18,5,3
20260805_152211,43.125228,-70.91573,19,7,2
20260805_152211,43.125228,-70.91573,20,4,2
20260805_152212,43.1253,-70.915706,0,4,2
20260805_152212,43.1253,-70.915706,1,4,2
20260805_152213,43.12537,-70.91568,2,5,2
20260805_152213,43.12537,-70.91568,3,8,4
20260805_152214,43.125443,-70.915657,4,8,4
20260805_152214,43.125443,-70.915657,5,7,3
20260805_152215,43.125509,-70.915634,6,15,4
20260805_152215,43.125509,-70.915634,7,16,8
20260805_152216,43.12557,-70.915613,8,17,8
20260805_152216,43.12557,-70.915613,9,9,3
20260805_152217,43.125626,-70.915596,10,6,3
20260805_152217,43.125626,-70.915596,11,6,3
20260805_152218,43.125682,-70.915579,12,6,4
20260805_152219,43.125682,-70.915579,13,5,3
20260805_152219,43.125733,-70.915563,14,5,3
20260805_152220,43.125733,-70.915563,15,7,4
20260805_152220,43.125784,-70.915546,16,7,4
20260805_152221,43.125784,-70.915546,17,5,3
20260805_152221,43.125837,-70.915529,18,7,4
20260805_152222,43.125837,-70.915529,19,8,4
20260805_152222,43.125885,-70.915512,20,5,3
20260805_152223,43.125885,-70.915512,0,7,3
20260805_152223,43.125937,-70.915496,1,6,3
20260805_152224,43.125937,-70.915496,2,5,3
20260805_152224,43.125982,-70.915481,3,11,5
20260805_152225,43.125982,-70.915481,4,8,4
20260805_152225,43.12603,-70.915465,5,8,4
20260805_152226,43.12603,-70.915465,6,9,5
20260805_152226,43.126079,-70.91545,7,22,10
20260805_152227,43.126079,-70.91545,8,10,6
20260805_152227,43.126127,-70.915436,9,7,4
20260805_152228,43.126127,-70.915436,10,5,3
20260805_152228,43.126171,-70.915424,11,5,3
20260805_152229,43.126171,-70.915424,12,5,3
20260805_152229,43.126204,-70.915413,13,6,4
20260805_152230,43.126204,-70.915413,14,5,3
20260805_152230,43.126239,-70.915402,15,7,4
20260805_152231,43.126239,-70.915402,16,7,4
20260805_152231,43.126266,-70.915394,17,5,3
20260805_152232,43.126266,-70.915394,18,7,3
20260805_152232,,,19,9,4
20260805_152233,,,20,8,4
20260805_152233,43.12634,-70.915374,0,5,3
20260805_152234,43.12634,-70.915374,1,3,2
20260805_152234,43.126371,-70.915363,2,5,3
20260805_152235,43.126371,-70.915363,3,8,4
20260805_152235,43.1264,-70.915361,4,7,3
20260805_152236,43.1264,-70.915361,5,7,4
20260805_152236,43.126436,-70.915361,6,14,5
20260805_152237,43.126436,-70.915361,7,16,7
20260805_152237,,,8,8,4
20260805_152238,,,9,9,4
20260805_152238,43.126395,-70.915547,10,5,3
20260805_152239,43.126395,-70.915547,11,4,2
20260805_152239,43.126412,-70.915634,12,5,2
