time,lat,lon,freq_index,peak_val,noise_mean
20260805_130918,43.137717,-70.930871,11,1,0
20260805_130919,43.137717,-70.930871,12,2,1
20260805_130919,43.137717,-70.930871,13,2,1
20260805_130920,43.137717,-70.930871,14,2,1
20260805_130920,43.137717,-70.930871,15,2,1
20260805_130921,43.137717,-70.930871,16,2,1
20260805_130921,43.137717,-70.930871,17,2,1
20260805_130922,43.137717,-70.930871,18,2,1
20260805_130922,43.137717,-70.930871,19,3,1
20260805_130923,43.137717,-70.930872,20,2,1
20260805_130923,43.137717,-70.930872,0,2,1
20260805_130924,43.137717,-70.930872,1,2,1
20260805_130924,43.137717,-70.930872,2,2,1
20260805_130925,43.137717,-70.930872,3,3,1
20260805_130925,43.137717,-70.930872,4,2,0
20260805_130926,43.137718,-70.930872,5,2,1
20260805_130926,43.137718,-70.930872,6,5,1
20260805_130927,43.137718,-70.930872,7,6,2
20260805_130927,43.137718,-70.930872,8,2,1
20260805_130928,43.137718,-70.930872,9,2,1
20260805_130928,43.137718,-70.930872,10,2,1
20260805_130929,43.137718,-70.930872,11,1,0
20260805_130930,43.137718,-70.930872,12,2,1
20260805_130930,43.137718,-70.930872,13,1,0
20260805_130931,43.137718,-70.930872,14,1,0
20260805_130931,43.137718,-70.930872,15,2,0
20260805_130932,43.137718,-70.930872,16,2,0
20260805_130932,43.137718,-70.930872,17,1,0
20260805_130933,43.137718,-70.930872,18,1,0
20260805_130933,43.137718,-70.930872,19,3,1
20260805_130934,43.137718,-70.930872,20,2,1
20260805_130934,43.137718,-70.930873,0,2,1
20260805_130935,43.137718,-70.930873,1,2,0
20260805_130935,43.137718,-70.930873,2,2,1
20260805_130936,43.137718,-70.930873,3,3,1
20260805_130936,43.137718,-70.930873,4,2,1
20260805_130937,43.137718,-70.930873,5,2,1
20260805_130937,43.137718,-70.930873,6,4,1
20260805_130938,43.137718,-70.930873,7,6,2
20260805_130938,43.137718,-70.930873,8,3,1
20260805_130939,43.137718,-70.930873,9,2,1
20260805_130939,43.137718,-70.930873,10,2,1
20260805_130940,43.137718,-70.930873,11,1,0
20260805_130940,43.137718,-70.930873,12,1,0
20260805_130941,43.137718,-70.930873,13,2,1
20260805_130941,43.137718,-70.930873,14,1,0
20260805_130942,43.137718,-70.930873,15,2,0
20260805_130942,43.137719,-70.930873,16,1,0
20260805_130943,43.137719,-70.930873,17,2,0
20260805_130943,43.137719,-70.930873,18,2,1
20260805_130944,43.137719,-70.930873,19,3,1
20260805_130944,43.137719,-70.930873,20,2,0
20260805_130945,43.137719,-70.930873,0,2,1
20260805_130945,43.137719,-70.930873,1,2,1
20260805_130946,43.137719,-70.930873,2,2,1
20260805_130946,43.137719,-70.930873,3,3,1
20260805_130947,43.137719,-70.930873,4,2,0
20260805_130947,43.137719,-70.930873,5,2,1
20260805_130948,43.137719,-70.930873,6,5,1
20260805_130948,43.137719,-70.930873,7,6,2
20260805_130949,43.137719,-70.930873,8,3,1
20260805_130949,43.137719,-70.930873,9,3,1
20260805_130950,43.137719,-70.930873,10,1,0
20260805_130950,43.137719,-70.930873,11,2,1
